<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
2011.HK,D,20191220,000000,1.5978,2.2867,1.3873,2.2389,3160568,0
2011.HK,D,20191223,000000,2.2867,2.8704,2.2867,2.3154,2054787,0
2011.HK,D,20191224,000000,2.3154,2.4494,2.2963,2.3441,273832,0
2011.HK,D,20191227,000000,2.3441,2.3441,2.0093,2.0093,415974,0
2011.HK,D,20191230,000000,2.0093,2.1623,2.0093,2.0093,98245,0
2011.HK,D,20191231,000000,1.9901,1.9901,1.9901,1.9901,0,0
2011.HK,D,20200102,000000,1.9901,1.9901,1.7222,1.9901,73161,0
2011.HK,D,20200103,000000,1.9901,1.9901,1.9901,1.9901,16723,0
2011.HK,D,20200106,000000,2.0093,2.191,2.0093,2.1528,104516,0
2011.HK,D,20200107,000000,2.1336,2.1336,2.1336,2.1336,0,0
2011.HK,D,20200108,000000,2.1336,2.1336,2.0571,2.0571,45987,0
2011.HK,D,20200109,000000,2.0571,2.0571,1.9231,1.9614,119148,0
2011.HK,D,20200110,000000,1.9231,1.9231,1.8275,1.9136,232026,0
2011.HK,D,20200113,000000,1.7318,1.7509,1.7222,1.7318,211123,0
2011.HK,D,20200114,000000,1.7318,1.7796,1.7318,1.7796,240387,0
2011.HK,D,20200115,000000,1.7509,1.7701,1.7414,1.7701,33445,0
2011.HK,D,20200116,000000,1.7796,1.8275,1.6265,1.6265,240387,0
2011.HK,D,20200117,000000,1.5978,1.6457,1.5978,1.6457,22994,0
2011.HK,D,20200120,000000,1.5787,1.7509,1.5787,1.7222,83613,0
2011.HK,D,20200121,000000,1.7222,1.7222,1.6552,1.6552,173497,0
2011.HK,D,20200122,000000,1.6744,1.6744,1.6744,1.6744,0,0
2011.HK,D,20200123,000000,1.6552,1.7509,1.5309,1.6744,7520981,0
2011.HK,D,20200124,000000,1.7127,1.7127,1.55,1.55,20903,0
2011.HK,D,20200129,000000,1.5883,1.6265,1.55,1.6074,3240000,0
2011.HK,D,20200130,000000,1.6744,1.6744,1.6744,1.6744,20903,0
2011.HK,D,20200131,000000,1.6265,1.6265,1.5309,1.617,2953626,0
2011.HK,D,20200203,000000,1.7222,1.7222,1.6265,1.7222,58529,0
