<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
731.HK,D,20220214,000000,0.62,0.66,0.57,0.61,1963200,0
731.HK,D,20220215,000000,0.62,0.62,0.58,0.59,826400,0
731.HK,D,20220216,000000,0.6,0.6,0.56,0.58,858032,0
731.HK,D,20220217,000000,0.58,0.58,0.54,0.54,1112200,0
731.HK,D,20220218,000000,0.53,0.56,0.5,0.54,293400,0
731.HK,D,20220221,000000,0.54,0.54,0.52,0.52,166000,0
731.HK,D,20220222,000000,0.5,0.5,0.49,0.49,584400,0
731.HK,D,20220223,000000,0.485,0.49,0.485,0.49,120000,0
731.HK,D,20220224,000000,0.49,0.495,0.465,0.465,788400,0
731.HK,D,20220225,000000,0.47,0.47,0.47,0.47,469600,0
731.HK,D,20220228,000000,0.42,0.47,0.42,0.47,666800,0
731.HK,D,20220301,000000,0.47,0.47,0.47,0.47,65000,0
731.HK,D,20220302,000000,0.47,0.47,0.445,0.465,167200,0
731.HK,D,20220303,000000,0.46,0.47,0.46,0.46,330800,0
731.HK,D,20220304,000000,0.45,0.46,0.44,0.46,274000,0
731.HK,D,20220307,000000,0.45,0.455,0.45,0.455,280000,0
731.HK,D,20220308,000000,0.455,0.455,0.455,0.455,113000,0
731.HK,D,20220309,000000,0.455,0.455,0.42,0.45,85000,0
731.HK,D,20220310,000000,0.42,0.43,0.42,0.43,23600,0
731.HK,D,20220311,000000,0.425,0.5,0.425,0.43,200000,0
731.HK,D,20220314,000000,0.43,0.43,0.43,0.43,100000,0
731.HK,D,20220315,000000,0.43,0.43,0.43,0.43,1032200,0
731.HK,D,20220316,000000,0.425,0.465,0.42,0.425,210600,0
731.HK,D,20220317,000000,0.425,0.425,0.42,0.425,113000,0
731.HK,D,20220318,000000,0.425,0.44,0.42,0.44,702000,0
731.HK,D,20220321,000000,0.45,0.45,0.45,0.45,21000,0
731.HK,D,20220322,000000,0.43,0.43,0.43,0.43,492200,0
731.HK,D,20220323,000000,0.41,0.43,0.41,0.43,7000,0
731.HK,D,20220324,000000,0.43,0.43,0.43,0.43,1000,0
731.HK,D,20220325,000000,0.43,0.43,0.425,0.425,196000,0
731.HK,D,20220328,000000,0.43,0.43,0.425,0.43,320000,0
731.HK,D,20220329,000000,0.43,0.43,0.43,0.43,2000,0
731.HK,D,20220330,000000,0.4,0.425,0.39,0.425,152400,0
731.HK,D,20220331,000000,0.425,0.45,0.425,0.43,296820,0
731.HK,D,20220401,000000,0.33,0.4,0.33,0.4,40000,0
731.HK,D,20220404,000000,0.405,0.405,0.4,0.4,380000,0
731.HK,D,20220406,000000,0.4,0.42,0.4,0.42,1020000,0
731.HK,D,20220407,000000,0.42,0.42,0.37,0.41,290000,0
731.HK,D,20220408,000000,0.405,0.405,0.405,0.405,100000,0
731.HK,D,20220411,000000,0.4,0.405,0.4,0.4,510000,0
731.HK,D,20220412,000000,0.4,0.4,0.4,0.4,60000,0
731.HK,D,20220413,000000,0.35,0.38,0.35,0.38,130800,0
731.HK,D,20220414,000000,0.38,0.39,0.315,0.35,3300000,0
731.HK,D,20220419,000000,0.35,0.35,0.305,0.32,585000,0
731.HK,D,20220420,000000,0.31,0.33,0.285,0.31,1120000,0
731.HK,D,20220421,000000,0.3,0.33,0.295,0.315,963000,0
731.HK,D,20220422,000000,0.3,0.32,0.255,0.31,2572000,0
731.HK,D,20220425,000000,0.295,0.34,0.295,0.315,1070000,0
731.HK,D,20220426,000000,0.31,0.335,0.305,0.31,302000,0
731.HK,D,20220427,000000,0.3,0.42,0.295,0.35,5234400,0
731.HK,D,20220428,000000,0.33,0.365,0.32,0.355,3009800,0
731.HK,D,20220429,000000,0.345,0.37,0.345,0.365,3500000,0
731.HK,D,20220503,000000,0.365,0.39,0.36,0.385,5005000,0
731.HK,D,20220504,000000,0.375,0.385,0.37,0.37,1860000,0
731.HK,D,20220505,000000,0.365,0.375,0.36,0.37,2300000,0
731.HK,D,20220506,000000,0.36,0.385,0.36,0.365,4640000,0
731.HK,D,20220510,000000,0.365,0.375,0.36,0.36,2165800,0
731.HK,D,20220511,000000,0.36,0.36,0.36,0.36,48800,0
731.HK,D,20220512,000000,0.36,0.36,0.35,0.355,1697800,0
731.HK,D,20220513,000000,0.32,0.355,0.32,0.34,440000,0
731.HK,D,20220516,000000,0.32,0.36,0.32,0.355,1120000,0
731.HK,D,20220517,000000,0.345,0.36,0.345,0.355,1201600,0
731.HK,D,20220518,000000,0.34,0.34,0.34,0.34,460000,0
731.HK,D,20220519,000000,0.33,0.355,0.33,0.355,322400,0
731.HK,D,20220520,000000,0.345,0.355,0.345,0.355,188000,0
731.HK,D,20220523,000000,0.355,0.355,0.34,0.34,120000,0
731.HK,D,20220524,000000,0.34,0.345,0.34,0.345,800000,0
731.HK,D,20220525,000000,0.335,0.355,0.335,0.335,1309000,0
731.HK,D,20220526,000000,0.355,0.355,0.355,0.355,464800,0
731.HK,D,20220527,000000,0.355,0.355,0.345,0.355,300000,0
731.HK,D,20220530,000000,0.355,0.355,0.345,0.355,2085000,0
731.HK,D,20220531,000000,0.355,0.355,0.355,0.355,1320000,0
731.HK,D,20220601,000000,0.355,0.355,0.355,0.355,400000,0
731.HK,D,20220602,000000,0.355,0.355,0.355,0.355,0,0
731.HK,D,20220606,000000,0.355,0.355,0.355,0.355,1000400,0
731.HK,D,20220607,000000,0.355,0.355,0.345,0.35,1061000,0
731.HK,D,20220608,000000,0.355,0.355,0.35,0.355,820000,0
731.HK,D,20220609,000000,0.345,0.355,0.345,0.355,960000,0
731.HK,D,20220610,000000,0.325,0.355,0.325,0.345,833000,0
731.HK,D,20220613,000000,0.345,0.345,0.345,0.345,0,0
731.HK,D,20220614,000000,0.345,0.38,0.345,0.37,2506000,0
731.HK,D,20220615,000000,0.36,0.36,0.355,0.355,1461600,0
731.HK,D,20220616,000000,0.355,0.355,0.35,0.355,1020000,0
731.HK,D,20220617,000000,0.405,0.51,0.405,0.42,16387264,0
731.HK,D,20220620,000000,0.42,0.475,0.41,0.44,2593000,0
731.HK,D,20220621,000000,0.445,0.445,0.41,0.425,2760000,0
731.HK,D,20220622,000000,0.485,0.67,0.485,0.49,42870800,0
731.HK,D,20220623,000000,0.49,0.5,0.43,0.445,8944000,0
731.HK,D,20220624,000000,0.435,0.46,0.43,0.43,2860000,0
731.HK,D,20220627,000000,0.42,0.425,0.41,0.42,4600000,0
731.HK,D,20220628,000000,0.42,0.42,0.41,0.415,1162000,0
731.HK,D,20220629,000000,0.41,0.415,0.395,0.395,2664000,0
731.HK,D,20220630,000000,0.4,0.4,0.38,0.395,946000,0
731.HK,D,20220704,000000,0.4,0.41,0.38,0.39,2142800,0
731.HK,D,20220705,000000,0.385,0.39,0.385,0.39,307389,0
731.HK,D,20220706,000000,0.39,0.39,0.38,0.38,1220000,0
731.HK,D,20220707,000000,0.37,0.375,0.36,0.365,2300200,0
731.HK,D,20220708,000000,0.37,0.37,0.37,0.37,780000,0
