<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
1747.HK,D,20191114,000000,0.829739,0.936802,0.767286,0.820817,95087103.619716,0
1747.HK,D,20191115,000000,0.794052,0.820817,0.686989,0.704832,12436778.039563,0
1747.HK,D,20191118,000000,0.69591,0.704832,0.624535,0.633457,4521445.8013335,0
1747.HK,D,20191119,000000,0.633457,0.74052,0.633457,0.669144,6810189.5609575,0
1747.HK,D,20191120,000000,0.678066,0.722675,0.678066,0.69591,2851402.6074845,0
1747.HK,D,20191121,000000,0.686989,0.686989,0.669144,0.669144,1629693.1569507,0
1747.HK,D,20191122,000000,0.660222,0.669144,0.651301,0.651301,811484.07540047,0
1747.HK,D,20191125,000000,0.651301,0.669144,0.642378,0.651301,656808.93395673,0
1747.HK,D,20191126,000000,0.642378,0.74052,0.615612,0.731598,2194593.6735278,0
1747.HK,D,20191127,000000,0.722675,0.927882,0.69591,0.785129,23223687.903726,0
1747.HK,D,20191128,000000,0.785129,0.856505,0.758363,0.758363,5947147.1050758,0
1747.HK,D,20191129,000000,0.767286,0.802973,0.758363,0.785129,2286502.0909074,0
1747.HK,D,20191202,000000,0.794052,0.802973,0.776207,0.776207,441608.73716545,0
1747.HK,D,20191203,000000,0.767286,0.776207,0.74052,0.749442,963917.54812763,0
1747.HK,D,20191204,000000,0.74052,0.794052,0.722675,0.74052,1331551.2176461,0
1747.HK,D,20191205,000000,0.758363,0.785129,0.74052,0.749442,479717.10534724,0
1747.HK,D,20191206,000000,0.74052,0.776207,0.731598,0.758363,1526576.3959882,0
1747.HK,D,20191209,000000,0.767286,0.820817,0.758363,0.802973,1410009.6227262,0
1747.HK,D,20191210,000000,0.785129,0.856505,0.785129,0.820817,7749448.7532028,0
1747.HK,D,20191211,000000,0.856505,0.874348,0.838661,0.874348,1152217.72032,0
1747.HK,D,20191212,000000,0.883271,0.901114,0.838661,0.874348,2364960.4959876,0
1747.HK,D,20191213,000000,0.883271,0.883271,0.847583,0.874348,533517.15454506,0
1747.HK,D,20191216,000000,0.865426,0.865426,0.829739,0.856505,768892.36978553,0
1747.HK,D,20191217,000000,0.856505,0.856505,0.820817,0.838661,1401042.9478599,0
1747.HK,D,20191218,000000,0.847583,0.856505,0.838661,0.856505,744234.01390319,0
1747.HK,D,20191219,000000,0.838661,0.856505,0.829739,0.856505,11995169.302398,0
1747.HK,D,20191220,000000,0.865426,0.874348,0.758363,0.811895,3145061.209356,0
1747.HK,D,20191223,000000,0.811895,0.820817,0.802973,0.820817,233133.54652389,0
1747.HK,D,20191224,000000,0.811895,0.820817,0.811895,0.820817,6725.0061497276,0
1747.HK,D,20191227,000000,0.802973,0.811895,0.758363,0.794052,674742.28368934,0
1747.HK,D,20191230,000000,0.802973,0.811895,0.767286,0.767286,197266.84705868,0
1747.HK,D,20191231,000000,0.767286,0.820817,0.767286,0.820817,1158942.7264697,0
1747.HK,D,20200102,000000,0.802973,0.802973,0.785129,0.802973,116566.77326195,0
1747.HK,D,20200103,000000,0.776207,0.802973,0.758363,0.802973,555933.84171082,0
1747.HK,D,20200106,000000,0.785129,0.802973,0.767286,0.802973,780100.71336841,0
1747.HK,D,20200107,000000,0.785129,0.802973,0.776207,0.776207,313833.62032062,0
1747.HK,D,20200108,000000,0.758363,0.802973,0.758363,0.802973,457300.41818148,0
1747.HK,D,20200109,000000,0.776207,0.785129,0.767286,0.776207,116566.77326195,0
1747.HK,D,20200110,000000,0.758363,0.767286,0.758363,0.758363,188300.17219237,0
1747.HK,D,20200113,000000,0.758363,0.767286,0.74052,0.749442,210716.85935813,0
1747.HK,D,20200114,000000,0.74052,0.74052,0.74052,0.74052,47075.043048093,0
1747.HK,D,20200115,000000,0.722675,0.749442,0.686989,0.749442,475233.76791409,0
1747.HK,D,20200116,000000,0.722675,0.749442,0.722675,0.74052,22416.687165759,0
1747.HK,D,20200117,000000,0.69591,0.74052,0.686989,0.74052,136741.79171113,0
1747.HK,D,20200120,000000,0.713754,0.794052,0.704832,0.794052,636633.91550755,0
1747.HK,D,20200121,000000,0.767286,0.767286,0.749442,0.767286,38108.36818179,0
1747.HK,D,20200122,000000,0.758363,0.767286,0.749442,0.749442,107600.09839564,0
1747.HK,D,20200123,000000,0.74052,0.749442,0.731598,0.731598,62766.724064125,0
1747.HK,D,20200124,000000,0.704832,0.731598,0.704832,0.731598,53800.049197821,0
1747.HK,D,20200129,000000,0.722675,0.722675,0.722675,0.722675,0,0
1747.HK,D,20200130,000000,0.678066,0.69591,0.678066,0.69591,2015260.1762017,0
1747.HK,D,20200131,000000,0.69591,0.704832,0.69591,0.704832,6725.0061497276,0
1747.HK,D,20200203,000000,0.642378,0.678066,0.624535,0.669144,174850.15989292,0
1747.HK,D,20200204,000000,0.660222,0.69591,0.660222,0.69591,8966.6748663035,0
1747.HK,D,20200205,000000,0.69591,0.713754,0.686989,0.713754,69491.730213852,0
1747.HK,D,20200206,000000,0.713754,0.713754,0.704832,0.713754,112083.43582879,0
1747.HK,D,20200207,000000,0.660222,0.713754,0.660222,0.69591,71733.398930428,0
1747.HK,D,20200210,000000,0.69591,0.69591,0.69591,0.69591,0,0
1747.HK,D,20200211,000000,0.713754,0.713754,0.713754,0.713754,336250.30748638,0
1747.HK,D,20200212,000000,0.704832,0.704832,0.669144,0.704832,76216.73636358,0
1747.HK,D,20200213,000000,0.69591,0.69591,0.686989,0.686989,58283.386630973,0
1747.HK,D,20200214,000000,0.686989,0.686989,0.686989,0.686989,33625.030748638,0
1747.HK,D,20200217,000000,0.704832,0.704832,0.686989,0.704832,82941.742513308,0
1747.HK,D,20200218,000000,0.704832,0.704832,0.704832,0.704832,0,0
1747.HK,D,20200219,000000,0.713754,0.713754,0.704832,0.713754,24658.355882335,0
1747.HK,D,20200220,000000,0.713754,0.713754,0.686989,0.713754,33625.030748638,0
1747.HK,D,20200221,000000,0.678066,0.69591,0.678066,0.678066,6725.0061497276,0
1747.HK,D,20200224,000000,0.642378,0.669144,0.624535,0.669144,132258.45427798,0
1747.HK,D,20200225,000000,0.678066,0.686989,0.669144,0.669144,31383.362032062,0
1747.HK,D,20200226,000000,0.633457,0.633457,0.633457,0.633457,2241.6687165759,0
1747.HK,D,20200227,000000,0.651301,0.669144,0.642378,0.669144,94150.086096187,0
1747.HK,D,20200228,000000,0.642378,0.713754,0.633457,0.669144,98633.423529339,0
1747.HK,D,20200302,000000,0.678066,0.678066,0.678066,0.678066,0,0
1747.HK,D,20200303,000000,0.651301,0.660222,0.651301,0.651301,80700.073796732,0
1747.HK,D,20200304,000000,0.642378,0.642378,0.633457,0.642378,11208.343582879,0
