<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
1528.HK,D,20150626,000000,10.5807,10.8816,9.82519,10.6804,105641683.17478,0
1528.HK,D,20150629,000000,10.6804,10.7317,10.0612,10.5633,28657623.064804,0
1528.HK,D,20150630,000000,10.5633,10.6978,10.3282,10.6475,7725494.7813687,0
1528.HK,D,20150702,000000,10.7974,10.8139,10.6311,10.7317,3712217.1246867,0
1528.HK,D,20150703,000000,10.781,10.7974,10.0612,10.2944,10438992.323535,0
1528.HK,D,20150706,000000,10.2944,10.3621,9.74199,10.0612,22314809.768324,0
1528.HK,D,20150707,000000,10.2276,10.245,9.9761,10.1444,13657966.916221,0
1528.HK,D,20150708,000000,10.0612,10.1444,8.81916,9.89291,19438742.805277,0
1528.HK,D,20150709,000000,9.89291,10.3118,9.89291,10.2276,4769749.4311147,0
1528.HK,D,20150710,000000,10.3118,10.7143,10.1773,10.3118,1955469.0606628,0
1528.HK,D,20150713,000000,10.5633,10.5633,10.1773,10.2112,1369329.5690633,0
1528.HK,D,20150714,000000,10.4792,10.4792,10.0941,10.1444,1895588.5556105,0
1528.HK,D,20150715,000000,10.3282,10.396,9.8426,10.0612,2467893.407479,0
1528.HK,D,20150716,000000,10.1444,10.1444,9.80874,9.94418,1412055.2862362,0
1528.HK,D,20150717,000000,10.0438,10.0941,9.95966,10.0264,2226948.0236336,0
1528.HK,D,20150720,000000,10.0264,10.1947,9.90935,10.0438,984891.1448097,0
1528.HK,D,20150721,000000,10.0612,10.0941,9.9761,10.0612,1794918.3973584,0
1528.HK,D,20150722,000000,9.95966,9.95966,9.53979,9.65782,713530.02022271,0
1528.HK,D,20150723,000000,9.59107,9.74199,9.35695,9.38984,1600002.3401137,0
1528.HK,D,20150724,000000,9.32212,9.5069,9.28923,9.30568,1073992.4680446,0
1528.HK,D,20150727,000000,9.53979,9.53979,8.9872,9.15428,1193548.8114824,0
1528.HK,D,20150728,000000,9.12196,9.13773,8.86995,9.00384,204205.64983757,0
1528.HK,D,20150729,000000,9.13773,9.13773,8.8358,9.00384,365568.77778838,0
1528.HK,D,20150730,000000,9.20507,9.30568,9.18843,9.23893,879567.4040659,0
1528.HK,D,20150731,000000,9.23893,9.65782,9.17188,9.62396,587571.12459616,0
1528.HK,D,20150803,000000,9.62396,9.65782,8.9872,9.38984,573853.28957893,0
1528.HK,D,20150804,000000,9.38984,9.72457,9.38984,9.64041,498588.67341513,0
1528.HK,D,20150805,000000,9.64041,9.72457,9.5069,9.64041,299391.15489083,0
1528.HK,D,20150806,000000,9.4566,9.55818,9.40629,9.47304,54868.23905883,0
1528.HK,D,20150807,000000,9.30568,9.57462,9.28923,9.5069,26718.303031078,0
1528.HK,D,20150810,000000,9.38984,9.5069,9.22151,9.49046,109975.25589544,0
1528.HK,D,20150811,000000,9.49046,9.49046,9.25634,9.28923,246669.848492,0
1528.HK,D,20150812,000000,9.18843,9.22151,8.9872,9.12196,294143.21212974,0
1528.HK,D,20150813,000000,9.10532,9.3734,9.10532,9.22151,391474.61617297,0
1528.HK,D,20150814,000000,9.22151,9.30568,8.97056,9.18843,172239.4040454,0
1528.HK,D,20150817,000000,9.13773,9.35695,9.05463,9.05463,493816.21886953,0
1528.HK,D,20150818,000000,9.05463,9.15428,8.92074,9.00384,428690.8720663,0
1528.HK,D,20150819,000000,8.97056,8.97056,8.80252,8.86995,259552.478122,0
1528.HK,D,20150820,000000,8.73586,8.73586,8.38362,8.41729,403880.72391743,0
1528.HK,D,20150821,000000,8.31658,8.38362,7.88066,7.91423,740963.6229171,0
1528.HK,D,20150824,000000,7.713,7.713,6.86621,6.99198,1171324.9057579,0
1528.HK,D,20150825,000000,6.89978,7.52019,6.89978,7.05912,378355.27610524,0
1528.HK,D,20150826,000000,7.02555,7.41117,6.37157,7.33571,540096.72728838,0
1528.HK,D,20150827,000000,7.45306,7.92255,7.43632,7.68775,838773.61618593,0
1528.HK,D,20150828,000000,7.8052,8.06505,7.53703,7.98127,478548.91247179,0
1528.HK,D,20150831,000000,7.8555,8.80252,7.57882,8.63477,464474.46129293,0
1528.HK,D,20150901,000000,8.36689,8.50078,8.29984,8.46711,328973.75758529,0
1528.HK,D,20150902,000000,8.04831,8.14051,7.86392,8.14051,89937.56229217,0
1528.HK,D,20150904,000000,8.00642,8.04831,7.91423,7.98127,325871.71381416,0
1528.HK,D,20150907,000000,7.81362,7.98127,7.81362,7.95612,589718.05725615,0
1528.HK,D,20150908,000000,7.93938,8.10704,7.87224,8.02316,8349.9865322286,0
1528.HK,D,20150909,000000,8.03148,8.20765,7.84709,8.04831,248101.48148867,0
1528.HK,D,20150910,000000,8.04831,8.11536,7.54535,8.0399,762792.66668878,0
1528.HK,D,20150911,000000,8.02316,8.21597,7.77163,7.95612,228062.75421537,0
1528.HK,D,20150914,000000,8.04831,8.29984,7.56208,8.09862,1275575.6970067,0
1528.HK,D,20150915,000000,7.96453,8.0902,7.88066,7.96453,81587.575759941,0
1528.HK,D,20150916,000000,8.0902,8.14051,7.88066,8.03148,331596.17846079,0
1528.HK,D,20150917,000000,7.90571,8.55137,7.90571,8.04831,1139835.1818512,0
1528.HK,D,20150918,000000,8.10704,8.6188,8.08179,8.48395,3270643.6229904,0
1528.HK,D,20150921,000000,8.36689,8.71903,8.35857,8.40046,382701.85859695,0
1528.HK,D,20150922,000000,8.38362,8.38362,8.07356,8.21597,118562.98653542,0
1528.HK,D,20150923,000000,8.2328,8.2328,7.87224,7.93938,1143890.2693934,0
1528.HK,D,20150924,000000,8.14051,8.7022,7.92255,8.60187,67750.868688833,0
1528.HK,D,20150925,000000,8.60187,8.60187,7.99801,8.07356,242137.20539422,0
1528.HK,D,20150929,000000,8.19081,8.19081,7.83045,7.91423,232118.8754276,0
1528.HK,D,20150930,000000,7.91423,8.33332,7.89749,8.29984,511947.82493067,0
1528.HK,D,20151002,000000,8.38362,8.55137,8.08179,8.45115,818734.88891262,0
1528.HK,D,20151005,000000,8.53454,8.55137,8.2328,8.31658,63218.225591058,0
