<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
6178.HK,D,20160818,000000,11.592,11.6275,11.592,11.592,56930067.710155,0
6178.HK,D,20160819,000000,11.6093,11.6093,11.592,11.592,25539507.292484,0
6178.HK,D,20160822,000000,11.592,11.6275,11.592,11.592,5162552.0834985,0
6178.HK,D,20160823,000000,11.6093,11.6093,11.3539,11.3539,22540032.292388,0
6178.HK,D,20160824,000000,11.3539,11.3904,11.3539,11.3539,3235976.0417702,0
6178.HK,D,20160825,000000,11.3539,11.5555,11.3539,11.4269,1455106.2500466,0
6178.HK,D,20160826,000000,11.4269,11.5728,11.3904,11.4826,1179661.4583711,0
6178.HK,D,20160829,000000,11.4634,11.5555,11.3722,11.5363,692657.29168883,0
6178.HK,D,20160830,000000,11.5181,11.5363,11.4086,11.5363,915376.04169596,0
6178.HK,D,20160831,000000,11.5363,11.6467,11.4998,11.6093,25471904.167482,0
6178.HK,D,20160901,000000,11.6093,11.6275,11.4269,11.4634,1188850.000038,0
6178.HK,D,20160902,000000,11.4634,11.5728,11.4634,11.5363,1242014.5833731,0
6178.HK,D,20160905,000000,11.5363,11.592,11.4461,11.4998,1820906.2500583,0
6178.HK,D,20160906,000000,11.5363,11.6275,11.4634,11.5555,656339.58335434,0
6178.HK,D,20160907,000000,11.5363,11.6093,11.4634,11.4634,4433796.8751419,0
6178.HK,D,20160908,000000,11.4634,11.5728,11.4269,11.4269,4267741.6668032,0
6178.HK,D,20160909,000000,11.5181,11.9568,11.4826,11.7744,10043972.916988,0
6178.HK,D,20160912,000000,11.6275,11.6275,11.4461,11.4461,2011463.541731,0
6178.HK,D,20160913,000000,11.5181,11.665,11.4461,11.4461,832239.58335997,0
6178.HK,D,20160914,000000,11.4634,11.5363,11.4269,11.4269,313073.95834335,0
6178.HK,D,20160915,000000,11.4461,11.4998,11.4269,11.4998,334295.83334403,0
6178.HK,D,20160919,000000,11.4269,11.4998,11.4269,11.4998,282963.54167572,0
6178.HK,D,20160920,000000,11.4461,11.4998,11.1888,11.4086,820425.00002625,0
6178.HK,D,20160921,000000,11.4269,11.5555,11.3722,11.4086,534916.66668378,0
6178.HK,D,20160922,000000,11.4826,11.4998,11.3174,11.3357,1344841.6667097,0
6178.HK,D,20160923,000000,11.3357,11.3904,11.1888,11.208,1032297.9166997,0
6178.HK,D,20160926,000000,11.208,11.208,10.897,10.897,1198258.3333717,0
6178.HK,D,20160927,000000,10.8058,10.897,10.7693,10.8787,1024328.1250328,0
6178.HK,D,20160928,000000,10.8595,10.8595,10.6051,10.6781,1176379.1667043,0
6178.HK,D,20160929,000000,10.7318,10.8422,10.7146,10.7875,592456.25001896,0
6178.HK,D,20160930,000000,10.7501,10.7875,10.5494,10.5494,1587467.7083841,0
6178.HK,D,20161003,000000,10.6051,10.6954,10.6051,10.6051,224905.20834053,0
6178.HK,D,20161004,000000,10.6224,10.6224,10.513,10.5302,346110.41667774,0
6178.HK,D,20161005,000000,10.5302,10.8787,10.4208,10.5494,1027390.6250329,0
6178.HK,D,20161006,000000,10.5859,10.7693,10.513,10.6406,759167.70835763,0
6178.HK,D,20161007,000000,10.6406,10.8422,10.5859,10.7875,468189.58334832,0
6178.HK,D,20161011,000000,10.8787,10.9334,10.6224,10.7693,665966.66668798,0
6178.HK,D,20161012,000000,10.6781,10.6781,10.6051,10.6224,278507.29167558,0
6178.HK,D,20161013,000000,10.513,10.5494,10.4765,10.4765,1031515.625033,0
6178.HK,D,20161014,000000,10.6051,10.6051,10.4035,10.4582,522446.87501672,0
6178.HK,D,20161017,000000,10.4582,10.6954,10.4582,10.4765,664215.62502125,0
6178.HK,D,20161018,000000,10.513,10.6589,10.4765,10.6406,1502143.7500481,0
6178.HK,D,20161019,000000,10.6406,10.7875,10.5859,10.6406,845803.12502707,0
6178.HK,D,20161020,000000,10.6406,10.8422,10.6224,10.6954,725256.25002321,0
6178.HK,D,20161024,000000,10.8595,10.8787,10.6781,10.8058,1350530.2083766,0
6178.HK,D,20161025,000000,10.7693,10.824,10.6589,10.7146,744727.08335716,0
6178.HK,D,20161026,000000,10.7875,10.8058,10.6954,10.7501,432091.66668049,0
6178.HK,D,20161027,000000,10.7875,10.7875,10.6406,10.6954,703595.83335585,0
6178.HK,D,20161028,000000,10.6781,10.7693,10.6589,10.6781,304980.20834309,0
6178.HK,D,20161031,000000,10.6781,10.6954,10.5494,10.6589,335826.04167741,0
6178.HK,D,20161101,000000,10.6224,10.7875,10.6224,10.7146,100201.04166987,0
6178.HK,D,20161102,000000,10.6589,10.6589,10.44,10.5859,557669.79168451,0
6178.HK,D,20161103,000000,10.6589,10.6954,10.5494,10.5686,483066.66668212,0
6178.HK,D,20161104,000000,10.5494,10.7146,10.5494,10.6781,438216.66668069,0
6178.HK,D,20161107,000000,10.8787,10.8787,10.5686,10.6589,464689.5833482,0
6178.HK,D,20161108,000000,10.8058,10.8058,10.6589,10.7693,362955.20834495,0
6178.HK,D,20161109,000000,10.7875,10.7875,10.4582,10.5686,1068740.6250342,0
6178.HK,D,20161110,000000,10.7146,10.7875,10.6781,10.7501,600551.04168588,0
6178.HK,D,20161111,000000,10.7875,10.969,10.7318,10.9152,983197.91669813,0
6178.HK,D,20161114,000000,10.8422,11.1888,10.8422,11.0976,1576746.8750505,0
6178.HK,D,20161115,000000,11.0611,11.208,11.0611,11.1341,99763.541669859,0
6178.HK,D,20161116,000000,11.1706,11.1888,10.9882,11.0438,448498.95834769,0
6178.HK,D,20161117,000000,11.1533,11.1533,10.9334,10.969,960006.25003072,0
6178.HK,D,20161118,000000,10.969,11.0611,10.9152,10.9882,408025.00001306,0
6178.HK,D,20161121,000000,10.9882,11.1341,10.9517,11.1168,734006.25002349,0
6178.HK,D,20161122,000000,11.1533,11.1706,11.0246,11.1341,1799466.6667242,0
6178.HK,D,20161123,000000,11.1533,11.1888,11.0976,11.1706,571671.87501829,0
6178.HK,D,20161124,000000,11.1706,11.3539,11.1341,11.3539,986260.41669823,0
6178.HK,D,20161125,000000,11.3357,11.4086,11.2445,11.3357,872932.2916946,0
6178.HK,D,20161128,000000,11.4269,11.4269,11.1533,11.2445,1096963.5417018,0
6178.HK,D,20161129,000000,11.3357,11.3357,11.1168,11.1533,363173.95834495,0
6178.HK,D,20161130,000000,11.2445,11.2445,10.9882,11.0438,415244.79167995,0
6178.HK,D,20161201,000000,11.0794,11.1706,11.0438,11.0976,604270.83335267,0
6178.HK,D,20161202,000000,11.1533,11.1533,10.7875,10.969,1327338.5417091,0
6178.HK,D,20161205,000000,11.2445,11.2445,10.7693,10.7875,564453.12501806,0
6178.HK,D,20161206,000000,10.8787,10.9517,10.7501,10.8595,280640.62500898,0
6178.HK,D,20161207,000000,10.8595,10.9334,10.8595,10.9152,105889.58333672,0
6178.HK,D,20161208,000000,10.9882,11.0074,10.8595,10.897,636868.75002038,0
6178.HK,D,20161209,000000,10.897,10.897,10.7146,10.7318,839896.87502688,0
6178.HK,D,20161212,000000,10.7501,10.8058,10.513,10.6589,730123.9583567,0
6178.HK,D,20161213,000000,10.6589,10.969,10.5302,10.8422,1527521.8750489,0
6178.HK,D,20161214,000000,10.7875,11.2445,10.7875,11.2445,5877962.5001881,0
6178.HK,D,20161215,000000,11.0611,11.2262,10.9334,11.0976,1730550.0000554,0
6178.HK,D,20161216,000000,11.1533,11.4269,11.0794,11.3174,2732563.5417541,0
6178.HK,D,20161219,000000,11.1706,11.4269,11.0976,11.3174,1759866.666723,0
6178.HK,D,20161220,000000,11.2262,11.4269,11.1168,11.281,3619277.0834492,0
6178.HK,D,20161221,000000,11.281,11.4826,11.208,11.4826,3040822.916764,0
6178.HK,D,20161222,000000,11.3357,11.5363,11.1706,11.5181,1427102.083379,0
6178.HK,D,20161223,000000,11.3357,11.5181,11.1533,11.2982,1644350.0000526,0
6178.HK,D,20161228,000000,11.2982,11.6093,11.208,11.592,2732563.5417541,0
6178.HK,D,20161229,000000,11.5181,11.5181,11.3357,11.4269,373238.54167861,0
6178.HK,D,20161230,000000,11.4461,11.6093,11.3539,11.592,1845846.8750591,0
6178.HK,D,20170103,000000,11.6093,11.6093,11.3357,11.4269,868118.75002778,0
6178.HK,D,20170104,000000,11.4826,11.4826,11.3174,11.4269,979260.416698,0
6178.HK,D,20170105,000000,11.3357,11.4998,11.3357,11.4269,512602.08334974,0
6178.HK,D,20170106,000000,11.3539,11.4461,11.3357,11.4461,485254.16668219,0
6178.HK,D,20170109,000000,11.3539,11.4269,11.2627,11.3539,139363.54167113,0
6178.HK,D,20170110,000000,11.4086,11.6093,11.4086,11.4826,713221.87502282,0
6178.HK,D,20170111,000000,11.4269,11.6093,11.4269,11.5181,532291.6666837,0
6178.HK,D,20170112,000000,11.4461,11.6093,11.4269,11.5181,1199352.0833717,0
6178.HK,D,20170113,000000,11.4461,11.592,11.3904,11.5728,584798.95835205,0
6178.HK,D,20170116,000000,11.4461,11.592,11.2982,11.5728,521571.87501669,0
6178.HK,D,20170117,000000,11.5555,11.6093,11.3539,11.5555,349172.91667784,0
6178.HK,D,20170118,000000,11.5181,11.5555,11.4634,11.4998,136301.04167103,0
6178.HK,D,20170119,000000,11.3722,11.6093,11.3722,11.592,544981.25001744,0
6178.HK,D,20170120,000000,11.5181,11.6093,11.4634,11.6093,278069.79167556,0
6178.HK,D,20170123,000000,11.592,11.592,11.4634,11.592,234751.04167418,0
6178.HK,D,20170124,000000,11.592,11.6093,11.4086,11.5181,138707.29167111,0
6178.HK,D,20170125,000000,11.5363,11.5363,11.3904,11.4269,18595.833333928,0
6178.HK,D,20170126,000000,11.4826,11.6093,11.3722,11.6093,475408.33334855,0
6178.HK,D,20170127,000000,11.4998,11.5728,11.3539,11.5728,62789.583335343,0
6178.HK,D,20170201,000000,11.5363,11.5363,11.3357,11.4269,16627.083333865,0
6178.HK,D,20170202,000000,11.3904,11.4269,11.3904,11.4086,46818.750001498,0
6178.HK,D,20170203,000000,11.4086,11.4269,11.3174,11.4086,55788.541668452,0
6178.HK,D,20170206,000000,11.4086,11.4826,11.3174,11.4269,44192.708334748,0
6178.HK,D,20170207,000000,11.4269,11.4269,11.1533,11.3539,261442.7083417,0
6178.HK,D,20170208,000000,11.3357,11.665,11.1888,11.6275,664435.41668793,0
6178.HK,D,20170209,000000,11.5555,11.6093,11.2982,11.5181,875119.79169467,0
6178.HK,D,20170210,000000,11.4634,11.5555,11.3904,11.5181,234969.79167419,0
6178.HK,D,20170213,000000,11.4086,11.5181,11.4086,11.4634,436465.62501397,0
6178.HK,D,20170214,000000,11.4634,11.4634,11.3722,11.4086,62352.083335329,0
6178.HK,D,20170215,000000,11.4269,11.6275,11.4269,11.5363,518070.83334991,0
6178.HK,D,20170216,000000,11.5363,11.5555,11.4826,11.5363,163210.41667189,0
6178.HK,D,20170217,000000,11.5728,11.665,11.5181,11.5728,1080335.4167012,0
6178.HK,D,20170220,000000,11.5181,11.6093,11.5181,11.5555,92325.000002954,0
6178.HK,D,20170221,000000,11.592,11.6275,11.5363,11.6093,564453.12501806,0
6178.HK,D,20170222,000000,11.6093,11.737,11.6093,11.7197,2025902.0833982,0
6178.HK,D,20170223,000000,11.7197,11.737,11.6467,11.665,277194.79167554,0
6178.HK,D,20170224,000000,11.7014,11.7197,11.5555,11.6093,300822.91667629,0
6178.HK,D,20170227,000000,11.6275,11.6467,11.592,11.6467,182900.00000585,0
6178.HK,D,20170228,000000,11.6832,11.6832,11.5181,11.5363,73291.666669012,0
6178.HK,D,20170301,000000,11.6832,11.737,11.4634,11.665,796796.8750255,0
6178.HK,D,20170302,000000,11.737,11.737,11.6467,11.7014,1406098.9583783,0
6178.HK,D,20170303,000000,11.665,11.7197,11.4998,11.7197,473412.50001515,0
6178.HK,D,20170306,000000,11.7014,11.7014,11.4826,11.4998,273037.50000874,0
6178.HK,D,20170307,000000,11.4998,11.5728,11.3722,11.4086,448498.95834769,0
6178.HK,D,20170308,000000,11.4086,11.5181,11.3357,11.3539,207185.4166733,0
6178.HK,D,20170309,000000,11.3539,11.3722,11.2262,11.2445,190338.54167276,0
6178.HK,D,20170310,000000,11.281,11.3904,11.1706,11.2445,681061.45835513,0
6178.HK,D,20170313,000000,11.0611,11.4086,11.0611,11.1888,410856.25001315,0
6178.HK,D,20170314,000000,11.1888,11.2445,11.1533,11.2445,338671.87501084,0
6178.HK,D,20170315,000000,11.2445,11.2445,10.8787,11.0976,558763.54168455,0
6178.HK,D,20170316,000000,11.1533,11.2445,11.0794,11.208,818893.7500262,0
6178.HK,D,20170317,000000,11.3174,11.3174,11.0074,11.0074,4313165.625138,0
6178.HK,D,20170320,000000,11.0794,11.1706,10.969,10.969,508882.29168295,0
6178.HK,D,20170321,000000,10.969,11.1341,10.969,11.1341,358800.00001148,0
6178.HK,D,20170322,000000,10.969,11.1168,10.969,11.0074,248971.87500797,0
6178.HK,D,20170323,000000,11.0246,11.1341,11.0246,11.0246,296446.87500949,0
6178.HK,D,20170324,000000,11.0438,11.1341,11.0438,11.0976,17502.083333893,0
6178.HK,D,20170327,000000,11.0246,11.1706,10.9882,11.0438,195151.04167291,0
6178.HK,D,20170328,000000,11.1168,11.1168,10.9517,11.0438,272818.75000873,0
6178.HK,D,20170329,000000,10.9882,10.9882,10.9517,10.969,172180.20833884,0
6178.HK,D,20170330,000000,10.9152,10.969,10.9152,10.9334,158177.0833384,0
6178.HK,D,20170331,000000,10.9334,11.0611,10.897,10.9334,138050.00000442,0
6178.HK,D,20170403,000000,10.9334,10.9334,10.897,10.9334,52725.000001687,0
6178.HK,D,20170405,000000,10.9334,10.9882,10.9334,10.969,617615.62501976,0
6178.HK,D,20170406,000000,10.9334,10.969,10.9334,10.969,87950.000002814,0
6178.HK,D,20170407,000000,10.9517,10.969,10.8787,10.9334,320513.54167692,0
6178.HK,D,20170410,000000,10.9517,10.9517,10.9152,10.9517,55788.541668452,0
6178.HK,D,20170411,000000,10.9517,10.9517,10.8422,10.8787,479346.87501534,0
6178.HK,D,20170412,000000,10.897,10.9152,10.8422,10.8787,341516.6666776,0
6178.HK,D,20170413,000000,10.8787,10.9334,10.824,10.8595,285289.58334246,0
6178.HK,D,20170418,000000,10.8422,10.897,10.7875,10.7875,240877.08334104,0
6178.HK,D,20170419,000000,10.8058,10.9517,10.4947,10.7318,248971.87500797,0
6178.HK,D,20170420,000000,10.7318,10.824,10.5686,10.5859,534480.20835044,0
6178.HK,D,20170421,000000,10.6589,10.6954,10.5686,10.6224,178962.50000573,0
6178.HK,D,20170424,000000,10.6954,10.7318,10.5494,10.5859,120985.41667054,0
6178.HK,D,20170425,000000,10.6406,10.7501,10.5494,10.6224,665310.41668796,0
6178.HK,D,20170426,000000,10.6406,10.6954,10.4947,10.5686,694626.04168889,0
6178.HK,D,20170427,000000,10.5686,10.5859,10.4947,10.5686,459110.41668136,0
6178.HK,D,20170428,000000,10.5686,10.6954,10.5302,10.5302,470377.08334839,0
6178.HK,D,20170502,000000,10.5302,10.6051,9.87264,10.2566,1145313.5417033,0
6178.HK,D,20170504,000000,10.2566,10.2758,10.0378,10.2202,1002668.7500321,0
6178.HK,D,20170505,000000,10.1472,10.1472,10.0378,10.0915,1069396.8750342,0
6178.HK,D,20170508,000000,10.1107,10.1107,9.9648,10.056,157959.37500505,0
6178.HK,D,20170509,000000,10.0742,10.1299,10.0195,10.056,422464.58334685,0
6178.HK,D,20170510,000000,10.2019,10.2202,10.056,10.1107,165396.87500529,0
6178.HK,D,20170511,000000,10.0742,10.1472,10.0378,10.056,240002.08334101,0
6178.HK,D,20170512,000000,10.056,10.1299,10.056,10.1107,66071.875002114,0
6178.HK,D,20170515,000000,10.2394,10.2566,10.1107,10.2566,126236.45833737,0
6178.HK,D,20170516,000000,10.3488,10.4035,10.2019,10.3488,143300.00000459,0
6178.HK,D,20170517,000000,10.3488,10.4035,10.2394,10.3488,99544.791669852,0
6178.HK,D,20170518,000000,10.2394,10.3114,10.1837,10.2019,46162.500001477,0
6178.HK,D,20170519,000000,10.2019,10.2202,10.056,10.0742,83792.708336015,0
6178.HK,D,20170522,000000,10.1472,10.2566,10.0915,10.1299,28441.666667577,0
6178.HK,D,20170523,000000,10.1472,10.2202,10.0915,10.2019,308480.2083432,0
6178.HK,D,20170524,000000,10.1837,10.2019,10.0915,10.1664,207841.66667332,0
6178.HK,D,20170525,000000,10.3114,10.4582,10.2019,10.367,125141.66667067,0
6178.HK,D,20170526,000000,10.513,10.5859,10.3853,10.44,60383.333335266,0
6178.HK,D,20170529,000000,10.513,10.513,10.2202,10.3296,17064.583333879,0
6178.HK,D,20170531,000000,10.3853,10.3853,10.2202,10.2394,214405.20834019,0
6178.HK,D,20170601,000000,10.2394,10.44,10.1472,10.2931,157084.37500503,0
6178.HK,D,20170602,000000,10.1837,10.3296,10.1837,10.3114,117046.87500375,0
6178.HK,D,20170605,000000,10.3296,10.3296,10.1472,10.2394,233875.00000748,0
6178.HK,D,20170606,000000,10.3114,10.3114,10.1472,10.1837,228406.25000731,0
6178.HK,D,20170607,000000,10.1472,10.2019,10.1107,10.1837,186401.04167263,0
6178.HK,D,20170608,000000,10.2019,10.2758,10.0915,10.2566,174148.95833891,0
6178.HK,D,20170609,000000,10.2394,10.3114,10.1837,10.2202,363612.50001164,0
6178.HK,D,20170612,000000,10.2202,10.2202,9.9648,9.98208,601644.79168592,0
6178.HK,D,20170613,000000,10.056,10.1472,9.98208,10.056,154020.83333826,0
6178.HK,D,20170614,000000,10.056,10.1107,10.0013,10.0915,545810.41668413,0
6178.HK,D,20170615,000000,10.0915,10.0915,9.9648,10.0378,294915.62500944,0
6178.HK,D,20170616,000000,10.0378,10.056,9.9648,10.0378,487222.91668226,0
6178.HK,D,20170619,000000,10.0378,10.0378,9.91008,9.9648,371488.54167855,0
6178.HK,D,20170620,000000,9.9648,10.0378,9.9648,10.0013,452983.33334783,0
6178.HK,D,20170621,000000,10.0195,10.0742,10.0013,10.056,383521.87501227,0
6178.HK,D,20170622,000000,10.0378,10.2394,10.0013,10.1472,803360.41669237,0
6178.HK,D,20170623,000000,10.056,10.1472,9.94656,10.056,774481.25002478,0
6178.HK,D,20170626,000000,10.1299,10.1299,9.78144,9.8544,3965606.2501269,0
6178.HK,D,20170627,000000,9.89088,9.89088,9.78144,9.83712,1230636.4583727,0
6178.HK,D,20170628,000000,9.83712,9.83712,9.74496,9.78144,538417.70835056,0
6178.HK,D,20170629,000000,9.78144,9.81792,9.72768,9.78144,881902.08336155,0
6178.HK,D,20170630,000000,9.70848,9.7632,9.69024,9.7632,423338.54168021,0
6178.HK,D,20170703,000000,9.7632,9.87264,9.59904,9.70848,2893584.3750926,0
6178.HK,D,20170704,000000,9.672,9.72768,9.6528,9.69024,744070.83335714,0
6178.HK,D,20170705,000000,9.6528,9.74496,9.6528,9.74496,557013.54168449,0
6178.HK,D,20170706,000000,9.74496,10.0195,9.70848,9.7632,582173.95835196,0
6178.HK,D,20170707,000000,9.7632,9.78144,9.70848,9.78144,194714.58333956,0
6178.HK,D,20170710,000000,9.78144,9.83712,9.72768,9.78144,352017.7083446,0
6178.HK,D,20170711,000000,9.83712,9.91008,9.74496,9.81792,874245.83336131,0
6178.HK,D,20170712,000000,9.81792,9.89088,9.69024,9.78144,1264547.9167071,0
6178.HK,D,20170713,000000,9.78144,9.8544,9.672,9.8544,3053076.0417644,0
6178.HK,D,20170714,000000,9.87264,9.94656,9.87264,9.89088,1729237.5000553,0
6178.HK,D,20170717,000000,9.89088,9.94656,9.59904,9.81792,1048175.0000335,0
6178.HK,D,20170718,000000,9.89088,9.89088,9.59904,9.672,1405880.2083783,0
6178.HK,D,20170719,000000,9.69024,9.98208,9.672,9.94656,2066596.8750661,0
6178.HK,D,20170720,000000,9.94656,10.0915,9.80064,9.81792,3382120.8334416,0
6178.HK,D,20170721,000000,9.87264,9.87264,9.72768,9.78144,2554693.7500818,0
6178.HK,D,20170724,000000,9.7632,9.78144,9.59904,9.74496,6571495.8335436,0
6178.HK,D,20170725,000000,9.69024,9.83712,9.672,9.80064,999167.70836531,0
6178.HK,D,20170726,000000,9.72768,9.80064,9.69024,9.78144,1075960.4167011,0
6178.HK,D,20170727,000000,9.74496,9.80064,9.69024,9.80064,1009232.291699,0
6178.HK,D,20170728,000000,9.78144,9.78144,9.672,9.72768,1048831.2500336,0
6178.HK,D,20170731,000000,9.69024,9.72768,9.59904,9.69024,1416819.791712,0
6178.HK,D,20170801,000000,9.69024,9.78144,9.69024,9.78144,823707.29169303,0
6178.HK,D,20170802,000000,9.81792,10.0915,9.80064,9.9648,2594293.750083,0
6178.HK,D,20170803,000000,9.94656,9.9648,9.83712,9.91008,659403.1250211,0
6178.HK,D,20170804,000000,9.83712,10.0378,9.83712,9.94656,1049925.0000336,0
6178.HK,D,20170807,000000,9.9648,10.0378,9.94656,9.9648,1075522.9167011,0
