<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
702.HK,D,20230511,000000,0.167,0.167,0.103,0.121,21990000,0
702.HK,D,20230512,000000,0.115,0.134,0.113,0.115,6056000,0
702.HK,D,20230515,000000,0.106,0.122,0.104,0.105,5434000,0
702.HK,D,20230516,000000,0.104,0.104,0.098,0.1,2328000,0
702.HK,D,20230517,000000,0.096,0.101,0.096,0.1,792000,0
702.HK,D,20230518,000000,0.101,0.115,0.1,0.108,2020000,0
702.HK,D,20230519,000000,0.107,0.112,0.104,0.109,920000,0
702.HK,D,20230522,000000,0.108,0.108,0.102,0.102,530000,0
702.HK,D,20230523,000000,0.102,0.102,0.102,0.102,216000,0
702.HK,D,20230524,000000,0.102,0.107,0.102,0.107,800000,0
702.HK,D,20230525,000000,0.106,0.106,0.106,0.106,0,0
702.HK,D,20230529,000000,0.098,0.106,0.098,0.105,920000,0
702.HK,D,20230530,000000,0.108,0.112,0.1,0.108,320000,0
702.HK,D,20230531,000000,0.104,0.107,0.104,0.104,120000,0
702.HK,D,20230601,000000,0.11,0.11,0.101,0.102,120000,0
702.HK,D,20230602,000000,0.097,0.106,0.097,0.102,769000,0
702.HK,D,20230605,000000,0.103,0.109,0.1,0.1,2450000,0
702.HK,D,20230606,000000,0.1,0.105,0.1,0.102,1367000,0
702.HK,D,20230607,000000,0.1,0.102,0.1,0.102,185000,0
702.HK,D,20230608,000000,0.1,0.103,0.1,0.103,520000,0
702.HK,D,20230609,000000,0.103,0.107,0.097,0.102,1402000,0
702.HK,D,20230612,000000,0.1,0.105,0.099,0.099,90000,0
702.HK,D,20230613,000000,0.099,0.099,0.099,0.099,83500,0
702.HK,D,20230614,000000,0.098,0.1,0.098,0.098,990000,0
702.HK,D,20230615,000000,0.093,0.1,0.093,0.098,1466500,0
702.HK,D,20230616,000000,0.099,0.099,0.097,0.097,690000,0
702.HK,D,20230619,000000,0.097,0.138,0.097,0.125,4706000,0
