<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
9930.HK,D,20230525,000000,3.26,3.74,3.13,3.21,3544610,0
9930.HK,D,20230529,000000,3.2,3.2,2.56,2.73,962033,0
9930.HK,D,20230530,000000,2.8,2.8,2.45,2.5,509414,0
9930.HK,D,20230531,000000,2.5,2.82,2.35,2.68,415366,0
9930.HK,D,20230601,000000,2.68,2.94,2.5,2.51,185303,0
9930.HK,D,20230602,000000,2.51,2.78,2.51,2.65,200791,0
9930.HK,D,20230605,000000,2.65,2.65,2.52,2.59,125000,0
9930.HK,D,20230606,000000,2.59,2.59,2.4,2.44,283000,0
9930.HK,D,20230607,000000,2.44,2.68,2.43,2.58,191427,0
9930.HK,D,20230608,000000,2.56,2.81,2.5,2.61,181000,0
9930.HK,D,20230609,000000,2.72,2.75,2.6,2.69,118011,0
9930.HK,D,20230612,000000,2.58,2.71,2.52,2.7,86064,0
9930.HK,D,20230613,000000,2.68,2.7,2.53,2.6,53000,0
9930.HK,D,20230614,000000,2.6,2.68,2.5,2.68,99000,0
9930.HK,D,20230615,000000,2.57,2.63,2.56,2.59,108795,0
9930.HK,D,20230616,000000,2.59,2.66,2.59,2.66,126000,0
9930.HK,D,20230619,000000,2.66,2.82,2.66,2.72,35000,0
9930.HK,D,20230620,000000,2.71,2.71,2.54,2.63,170000,0
9930.HK,D,20230621,000000,2.58,2.6,2.55,2.55,66088,0
9930.HK,D,20230623,000000,2.55,2.55,2.54,2.54,11000,0
9930.HK,D,20230626,000000,2.5,2.58,2.45,2.5,78394,0
9930.HK,D,20230627,000000,2.5,2.5,2.5,2.5,8000,0
9930.HK,D,20230628,000000,2.5,2.58,2.48,2.58,69000,0
9930.HK,D,20230629,000000,2.56,2.86,2.5,2.84,356000,0
9930.HK,D,20230630,000000,2.85,3.19,2.85,2.96,263000,0
9930.HK,D,20230703,000000,2.91,2.92,2.67,2.78,149000,0
9930.HK,D,20230704,000000,2.68,2.68,2.63,2.68,118000,0
9930.HK,D,20230705,000000,2.66,2.74,2.65,2.72,27000,0
9930.HK,D,20230706,000000,2.65,2.69,2.64,2.64,92000,0
9930.HK,D,20230707,000000,2.64,2.64,2.64,2.64,8604,0
9930.HK,D,20230710,000000,2.61,2.61,2.51,2.58,246000,0
9930.HK,D,20230711,000000,2.55,2.55,2.54,2.55,31334,0
9930.HK,D,20230712,000000,2.55,2.64,2.54,2.63,30000,0
9930.HK,D,20230713,000000,2.58,2.61,2.55,2.55,36000,0
9930.HK,D,20230714,000000,2.55,2.6,2.55,2.57,7000,0
9930.HK,D,20230718,000000,2.57,2.58,2.55,2.58,43000,0
9930.HK,D,20230719,000000,2.6,2.6,2.5,2.55,56680,0
9930.HK,D,20230720,000000,2.52,2.55,2.42,2.55,48000,0
9930.HK,D,20230721,000000,2.54,2.54,2.42,2.54,37672,0
9930.HK,D,20230724,000000,2.52,2.54,2.52,2.52,3000,0
9930.HK,D,20230725,000000,2.46,2.52,2.45,2.52,21000,0
9930.HK,D,20230726,000000,2.6,2.6,2.52,2.6,45000,0
9930.HK,D,20230727,000000,2.6,2.6,2.6,2.6,3632,0
9930.HK,D,20230728,000000,2.57,2.58,2.55,2.57,9000,0
9930.HK,D,20230731,000000,2.57,2.69,2.56,2.69,25000,0
9930.HK,D,20230801,000000,2.69,2.69,2.52,2.59,38519,0
9930.HK,D,20230802,000000,2.6,2.65,2.55,2.6,32000,0
9930.HK,D,20230803,000000,2.59,2.59,2.5,2.59,37000,0
9930.HK,D,20230804,000000,2.56,2.61,2.5,2.61,19003,0
9930.HK,D,20230807,000000,2.61,2.7,2.51,2.7,64000,0
9930.HK,D,20230808,000000,2.82,2.83,2.7,2.82,164000,0
9930.HK,D,20230809,000000,2.79,2.82,2.56,2.79,222000,0
9930.HK,D,20230810,000000,2.79,2.89,2.65,2.83,62000,0
9930.HK,D,20230811,000000,2.82,2.99,2.8,2.88,139000,0
9930.HK,D,20230814,000000,2.76,2.98,2.76,2.95,32000,0
9930.HK,D,20230815,000000,2.93,2.93,2.89,2.93,21000,0
9930.HK,D,20230816,000000,2.85,2.93,2.85,2.9,19000,0
9930.HK,D,20230817,000000,2.9,2.9,2.75,2.75,11000,0
9930.HK,D,20230818,000000,2.81,2.81,2.61,2.75,35000,0
9930.HK,D,20230821,000000,2.72,2.72,2.72,2.72,5000,0
9930.HK,D,20230822,000000,2.68,2.72,2.68,2.72,5000,0
9930.HK,D,20230823,000000,2.78,2.82,2.78,2.82,16000,0
9930.HK,D,20230824,000000,2.8,2.8,2.8,2.8,1596,0
9930.HK,D,20230825,000000,2.7,2.85,2.7,2.85,27486,0
9930.HK,D,20230828,000000,2.61,2.8,2.61,2.8,28000,0
9930.HK,D,20230829,000000,2.8,3.18,2.8,3.17,353000,0
9930.HK,D,20230830,000000,3.18,3.18,3.05,3.11,176000,0
9930.HK,D,20230831,000000,3.05,3.08,3.01,3.05,80586,0
9930.HK,D,20230904,000000,3.05,3.16,3.05,3.15,61586,0
9930.HK,D,20230905,000000,2.99,3.1,2.99,3.1,24000,0
9930.HK,D,20230906,000000,2.99,2.99,2.79,2.9,14687,0
9930.HK,D,20230907,000000,2.9,3.6,2.9,3.48,1866000,0
9930.HK,D,20230911,000000,3.53,4,3.53,3.83,1943000,0
9930.HK,D,20230912,000000,3.84,4.9,3.75,4.3,3588000,0
9930.HK,D,20230913,000000,4.3,4.7,3.85,4.06,1347000,0
9930.HK,D,20230914,000000,4.05,4.93,3.83,4.07,2163756,0
9930.HK,D,20230915,000000,4.18,4.4,3.9,3.97,829000,0
9930.HK,D,20230918,000000,3.91,3.91,3.66,3.67,721000,0
9930.HK,D,20230919,000000,3.9,3.9,3.66,3.8,380284,0
9930.HK,D,20230920,000000,3.85,3.92,3.8,3.8,37000,0
9930.HK,D,20230921,000000,4.08,4.18,3.63,3.91,285700,0
9930.HK,D,20230922,000000,4.46,4.8,3.72,3.98,2809680,0
9930.HK,D,20230925,000000,4.19,4.19,3.8,4,437000,0
9930.HK,D,20230926,000000,3.88,4.05,3.88,4.05,154000,0
9930.HK,D,20230927,000000,4.18,4.39,3.94,4.06,222000,0
9930.HK,D,20230928,000000,4.05,4.5,4.02,4.5,556000,0
9930.HK,D,20230929,000000,4.6,4.6,4.13,4.33,102000,0
9930.HK,D,20231003,000000,4.24,4.25,4.24,4.24,7000,0
9930.HK,D,20231004,000000,4.22,4.22,4.22,4.22,0,0
9930.HK,D,20231005,000000,4.22,4.22,4.21,4.22,27403,0
9930.HK,D,20231006,000000,4.35,4.45,4.2,4.35,19000,0
9930.HK,D,20231009,000000,4.35,4.35,4.25,4.28,59000,0
9930.HK,D,20231010,000000,4.28,4.28,4.06,4.06,36000,0
9930.HK,D,20231011,000000,4.1,4.14,3.9,4.14,41000,0
9930.HK,D,20231012,000000,3.87,4.18,3.87,4.03,62000,0
9930.HK,D,20231013,000000,4,4.06,3.93,3.95,41000,0
9930.HK,D,20231016,000000,3.9,4.49,3.9,4.02,273000,0
9930.HK,D,20231017,000000,4.14,4.18,4.01,4.14,60000,0
9930.HK,D,20231018,000000,3.96,4.12,3.96,4.11,8000,0
9930.HK,D,20231019,000000,4.12,4.12,3.98,4.06,25000,0
9930.HK,D,20231020,000000,4,4,3.98,3.98,47663,0
9930.HK,D,20231024,000000,3.98,4.33,3.98,4.05,133000,0
9930.HK,D,20231025,000000,4.12,4.12,4.09,4.11,25000,0
9930.HK,D,20231026,000000,4.11,4.11,3.96,3.96,63000,0
9930.HK,D,20231027,000000,3.97,3.99,3.94,3.96,95000,0
