<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
810.HK,D,20060201,000000,7.15,7.15,7.15,7.15,0,0
810.HK,D,20060206,000000,7.15,7.15,7.15,7.15,0,0
810.HK,D,20060208,000000,7.15,7.15,7.15,7.15,0,0
810.HK,D,20060213,000000,7.34,7.34,7.34,7.34,613,0
810.HK,D,20060215,000000,7.59,7.59,7.59,7.59,6619,0
810.HK,D,20060220,000000,7.73,7.73,7.73,7.73,0,0
810.HK,D,20060222,000000,8.32,8.32,8.32,8.32,2043,0
810.HK,D,20060227,000000,8.57,8.57,8.57,8.57,0,0
810.HK,D,20060301,000000,8.96,8.96,8.96,8.96,0,0
810.HK,D,20060306,000000,8.96,8.96,8.96,8.96,0,0
810.HK,D,20060308,000000,9.06,9.06,9.06,9.06,0,0
810.HK,D,20060313,000000,9.06,9.06,9.06,9.06,0,0
810.HK,D,20060315,000000,9.06,9.06,9.06,9.06,0,0
810.HK,D,20060320,000000,9.06,9.06,9.06,9.06,0,0
810.HK,D,20060322,000000,9.06,9.06,9.06,9.06,0,0
810.HK,D,20060327,000000,9.06,9.06,9.06,9.06,0,0
810.HK,D,20060329,000000,9.06,9.06,9.06,9.06,0,0
810.HK,D,20060403,000000,5.87,5.87,5.87,5.87,0,0
810.HK,D,20060406,000000,5.87,5.87,5.87,5.87,0,0
810.HK,D,20060411,000000,6.36,6.36,6.36,6.36,0,0
810.HK,D,20060413,000000,6.61,6.61,6.61,6.61,0,0
810.HK,D,20060419,000000,6.61,6.61,6.61,6.61,0,0
810.HK,D,20060424,000000,8.81,8.81,8.81,8.81,13401,0
810.HK,D,20060426,000000,9.2,9.2,9.2,9.2,4290,0
810.HK,D,20060502,000000,9.55,9.55,9.55,9.55,2043,0
810.HK,D,20060504,000000,9.35,9.35,9.35,9.35,41756,0
810.HK,D,20060510,000000,12.24,12.24,12.24,12.24,24146,0
810.HK,D,20060512,000000,12.24,12.24,12.24,12.24,14300,0
810.HK,D,20060517,000000,11.75,11.75,11.75,11.75,6129,0
810.HK,D,20060519,000000,10.77,10.77,10.77,10.77,6169,0
810.HK,D,20060524,000000,8.81,8.81,8.81,8.81,1021,0
810.HK,D,20060526,000000,7.83,7.83,7.83,7.83,7559,0
810.HK,D,20060601,000000,8.32,8.32,8.32,8.32,61285,0
810.HK,D,20060605,000000,9.06,9.06,9.06,9.06,0,0
810.HK,D,20060608,000000,9.3,9.3,9.3,9.3,13769,0
810.HK,D,20060612,000000,9.3,9.3,9.3,9.3,0,0
810.HK,D,20060615,000000,10.28,10.28,10.28,10.28,7763,0
810.HK,D,20060619,000000,10.57,10.57,10.57,10.57,5107,0
810.HK,D,20060622,000000,11.01,11.01,11.01,11.01,1021,0
810.HK,D,20060626,000000,16.89,16.89,16.89,16.89,49273,0
810.HK,D,20060628,000000,16.4,16.4,16.4,16.4,3023,0
810.HK,D,20060703,000000,17.13,17.13,17.13,17.13,7518,0
810.HK,D,20060705,000000,20.31,20.31,20.31,20.31,9520,0
810.HK,D,20060710,000000,20.07,20.07,20.07,20.07,5638,0
810.HK,D,20060712,000000,19.34,19.34,19.34,19.34,2043,0
810.HK,D,20060717,000000,19.58,19.58,19.58,19.58,0,0
810.HK,D,20060719,000000,21.05,21.05,21.05,21.05,0,0
810.HK,D,20060724,000000,21.78,21.78,21.78,21.78,16138,0
810.HK,D,20060726,000000,19.83,19.83,19.83,19.83,409,0
