<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
2777.HK,D,20060201,000000,3.9022,3.9022,3.9022,3.9022,7989178,0
2777.HK,D,20060206,000000,3.9946,3.9946,3.9946,3.9946,4864202,0
2777.HK,D,20060208,000000,3.9371,3.9371,3.9371,3.9371,6191417,0
2777.HK,D,20060213,000000,3.8617,3.8617,3.8617,3.8617,5161390,0
2777.HK,D,20060215,000000,3.7815,3.7815,3.7815,3.7815,33050909,0
2777.HK,D,20060220,000000,3.758,3.758,3.758,3.758,1127964,0
2777.HK,D,20060222,000000,3.7637,3.7637,3.7637,3.7637,9761050,0
2777.HK,D,20060227,000000,3.8561,3.8561,3.8561,3.8561,12435742,0
2777.HK,D,20060301,000000,3.8099,3.8099,3.8099,3.8099,8128767,0
2777.HK,D,20060306,000000,3.9136,3.9136,3.9136,3.9136,10337415,0
2777.HK,D,20060308,000000,3.6828,3.6828,3.6828,3.6828,8423703,0
2777.HK,D,20060313,000000,3.8851,3.8851,3.8851,3.8851,12076641,0
2777.HK,D,20060315,000000,4.1965,4.1965,4.1965,4.1965,30870403,0
2777.HK,D,20060320,000000,4.318,4.318,4.318,4.318,9619210,0
2777.HK,D,20060322,000000,4.4915,4.4915,4.4915,4.4915,8285241,0
2777.HK,D,20060327,000000,4.4394,4.4394,4.4394,4.4394,7474167,0
2777.HK,D,20060329,000000,4.5028,4.5028,4.5028,4.5028,27359309,0
2777.HK,D,20060403,000000,4.7912,4.7912,4.7912,4.7912,2888578,0
2777.HK,D,20060406,000000,4.9184,4.9184,4.9184,4.9184,7122381,0
2777.HK,D,20060411,000000,4.878,4.878,4.878,4.878,5386532,0
2777.HK,D,20060413,000000,4.9128,4.9128,4.9128,4.9128,1641822,0
2777.HK,D,20060419,000000,5.2532,5.2532,5.2532,5.2532,14389979,0
2777.HK,D,20060424,000000,4.6613,4.6613,4.6613,4.6613,10388073,0
2777.HK,D,20060426,000000,4.573,4.573,4.573,4.573,12110412,0
2777.HK,D,20060502,000000,4.9483,4.9483,4.9483,4.9483,13733688,0
