<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
320.HK,D,20061006,000000,1.1878,1.1878,1.1878,1.1878,0,0
320.HK,D,20061011,000000,1.5219,1.5219,1.5219,1.5219,68234298,0
320.HK,D,20061013,000000,1.4746,1.4746,1.4746,1.4746,23375212,0
320.HK,D,20061017,000000,1.4849,1.4849,1.4849,1.4849,14524613,0
320.HK,D,20061020,000000,1.4746,1.4746,1.4746,1.4746,6672448,0
320.HK,D,20061024,000000,1.5789,1.5789,1.5789,1.5789,21784214,0
320.HK,D,20061026,000000,1.5944,1.5944,1.5944,1.5944,10952987,0
320.HK,D,20061101,000000,1.5006,1.5006,1.5006,1.5006,3081882,0
320.HK,D,20061103,000000,1.5219,1.5219,1.5219,1.5219,7281247,0
320.HK,D,20061107,000000,1.4694,1.4694,1.4694,1.4694,8239091,0
320.HK,D,20061110,000000,1.4487,1.4487,1.4487,1.4487,5457554,0
320.HK,D,20061114,000000,1.4642,1.4642,1.4642,1.4642,4510530,0
320.HK,D,20061116,000000,1.5006,1.5006,1.5006,1.5006,2795067,0
320.HK,D,20061120,000000,1.4954,1.4954,1.4954,1.4954,3311871,0
320.HK,D,20061123,000000,1.4799,1.4799,1.4799,1.4799,3227993,0
320.HK,D,20061127,000000,1.4592,1.4592,1.4592,1.4592,3555391,0
320.HK,D,20061129,000000,1.4014,1.4014,1.4014,1.4014,4004552,0
320.HK,D,20061204,000000,1.428,1.428,1.428,1.428,4367125,0
320.HK,D,20061206,000000,1.428,1.428,1.428,1.428,2159212,0
320.HK,D,20061208,000000,1.4901,1.4901,1.4901,1.4901,8114627,0
320.HK,D,20061213,000000,1.3549,1.3549,1.3549,1.3549,2243090,0
320.HK,D,20061215,000000,1.3341,1.3341,1.3341,1.3341,1645113,0
320.HK,D,20061219,000000,1.2403,1.2403,1.2403,1.2403,2351321,0
320.HK,D,20061221,000000,1.2301,1.2301,1.2301,1.2301,1490883,0
320.HK,D,20061228,000000,1.193,1.193,1.193,1.193,1504412,0
320.HK,D,20070102,000000,1.1989,1.1989,1.1989,1.1989,1490883,0
320.HK,D,20070104,000000,1.2292,1.2292,1.2292,1.2292,2887728,0
320.HK,D,20070109,000000,1.2446,1.2446,1.2446,1.2446,876673,0
320.HK,D,20070111,000000,1.2395,1.2395,1.2395,1.2395,538450,0
320.HK,D,20070115,000000,1.2869,1.2869,1.2869,1.2869,638564,0
320.HK,D,20070118,000000,1.2816,1.2816,1.2816,1.2816,1369124,0
320.HK,D,20070122,000000,1.2344,1.2344,1.2344,1.2344,2759894,0
