<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
311.HK,D,20180119,000000,0.119225,0.119225,0.0880939,0.0907434,208316031.82729,0
311.HK,D,20180122,000000,0.0927304,0.0927304,0.0841199,0.0861069,379326010.99149,0
311.HK,D,20180123,000000,0.0861069,0.0861069,0.0801454,0.0821323,35301535.496702,0
311.HK,D,20180124,000000,0.0821323,0.0827955,0.0794834,0.0821323,31674665.514832,0
311.HK,D,20180125,000000,0.0814704,0.0847819,0.0801454,0.0821323,50093679.779892,0
311.HK,D,20180126,000000,0.0834574,0.0841199,0.0821323,0.0827955,41895708.676672,0
311.HK,D,20180129,000000,0.0827955,0.0827955,0.0788209,0.0794834,8832068.3156228,0
311.HK,D,20180130,000000,0.0781584,0.0794834,0.0768339,0.0794834,3804583.2744221,0
311.HK,D,20180131,000000,0.0761714,0.0781584,0.0748463,0.0774959,4272607.4073868,0
311.HK,D,20180201,000000,0.0774959,0.0774959,0.0755089,0.0755089,2249535.3487655,0
311.HK,D,20180202,000000,0.0755089,0.0808079,0.0755089,0.0794834,9375580.2119689,0
311.HK,D,20180205,000000,0.0788209,0.0794834,0.0755089,0.0755089,3517729.7735729,0
311.HK,D,20180206,000000,0.0728594,0.0788209,0.0695473,0.0715349,7292117.9426424,0
311.HK,D,20180207,000000,0.0715349,0.0755089,0.0695473,0.0715349,4514168.2502072,0
311.HK,D,20180208,000000,0.0688854,0.0708724,0.0682229,0.0688854,2098559.8220027,0
311.HK,D,20180209,000000,0.0668978,0.0668978,0.0635864,0.0649108,8575409.9201261,0
311.HK,D,20180212,000000,0.0649108,0.0668978,0.0649108,0.0655734,1328645.0257232,0
311.HK,D,20180213,000000,0.0655734,0.0668978,0.0642489,0.0642489,1751316.1104483,0
311.HK,D,20180214,000000,0.0642489,0.0688854,0.0642489,0.0655734,4257509.8547105,0
311.HK,D,20180215,000000,0.0655734,0.0662359,0.0655734,0.0662359,45292.658028835,0
311.HK,D,20180220,000000,0.0649108,0.0649108,0.0635864,0.0649108,966243.37128181,0
311.HK,D,20180221,000000,0.0655734,0.0821323,0.0655734,0.0781584,266668072.9211,0
311.HK,D,20180222,000000,0.0761714,0.0788209,0.0728594,0.0774959,28036155.319849,0
311.HK,D,20180223,000000,0.0781584,0.0821323,0.0781584,0.0794834,16712990.81264,0
311.HK,D,20180226,000000,0.0801454,0.0801454,0.0761714,0.0781584,5918240.6491011,0
311.HK,D,20180227,000000,0.0788209,0.0788209,0.0735219,0.0781584,7126044.8632034,0
311.HK,D,20180228,000000,0.0781584,0.0781584,0.0755089,0.0774959,2823242.3504641,0
311.HK,D,20180301,000000,0.0748463,0.0774959,0.0748463,0.0755089,5133167.9099346,0
311.HK,D,20180302,000000,0.0735219,0.0741844,0.0735219,0.0741844,3517729.7735729,0
311.HK,D,20180305,000000,0.0735219,0.0748463,0.0735219,0.0741844,1343682.1881888,0
311.HK,D,20180306,000000,0.0728594,0.0768339,0.0728594,0.0755089,37139979.583645,0
311.HK,D,20180307,000000,0.0755089,0.0755089,0.0735219,0.0741844,3004412.9825794,0
311.HK,D,20180308,000000,0.0755089,0.0755089,0.0755089,0.0755089,75487.763381392,0
311.HK,D,20180309,000000,0.0755089,0.0768339,0.0741844,0.0748463,4468875.5921784,0
311.HK,D,20180312,000000,0.0721968,0.0761714,0.0721968,0.0755089,1117218.8980446,0
311.HK,D,20180313,000000,0.0755089,0.0761714,0.0755089,0.0755089,2370315.7701757,0
311.HK,D,20180314,000000,0.0755089,0.0755089,0.0728594,0.0741844,2777949.6924352,0
311.HK,D,20180315,000000,0.0741844,0.0748463,0.0741844,0.0741844,4136729.4333003,0
311.HK,D,20180316,000000,0.0735219,0.0741844,0.0735219,0.0735219,2853437.4558166,0
311.HK,D,20180319,000000,0.0735219,0.0741844,0.0721968,0.0728594,9224604.6852061,0
311.HK,D,20180320,000000,0.0721968,0.0781584,0.0721968,0.0741844,3034608.0879319,0
311.HK,D,20180321,000000,0.0741844,0.0741844,0.0741844,0.0741844,860560.50254787,0
311.HK,D,20180322,000000,0.0741844,0.0741844,0.0715349,0.0721968,1464462.609599,0
311.HK,D,20180323,000000,0.0708724,0.0721968,0.0662359,0.0688854,7745044.5229308,0
311.HK,D,20180326,000000,0.0721968,0.0721968,0.0682229,0.0715349,468024.13296463,0
311.HK,D,20180327,000000,0.0721968,0.0728594,0.0695473,0.0695473,3955558.8011849,0
311.HK,D,20180328,000000,0.0695473,0.0721968,0.0675604,0.0715349,4891607.0671142,0
311.HK,D,20180329,000000,0.0741844,0.0755089,0.0715349,0.0755089,15022064.912897,0
311.HK,D,20180403,000000,0.0748463,0.0755089,0.0708724,0.0735219,5782362.6750146,0
311.HK,D,20180404,000000,0.0748463,0.0761714,0.0748463,0.0755089,4574558.4609123,0
311.HK,D,20180406,000000,0.0774959,0.0781584,0.0748463,0.0774959,1766413.6631246,0
311.HK,D,20180409,000000,0.0774959,0.0774959,0.0748463,0.0748463,2747754.5870827,0
311.HK,D,20180410,000000,0.0761714,0.0781584,0.0748463,0.0761714,3638510.1949831,0
311.HK,D,20180411,000000,0.0768339,0.0768339,0.0761714,0.0761714,528414.34366974,0
311.HK,D,20180412,000000,0.0741844,0.0774959,0.0741844,0.0774959,1102121.3453683,0
311.HK,D,20180413,000000,0.0774959,0.0774959,0.0755089,0.0761714,3457339.5628677,0
311.HK,D,20180416,000000,0.0748463,0.0755089,0.0748463,0.0748463,679389.87043253,0
311.HK,D,20180417,000000,0.0741844,0.0761714,0.0741844,0.0761714,1615438.1363618,0
311.HK,D,20180418,000000,0.0755089,0.0761714,0.0755089,0.0761714,1826803.8738297,0
311.HK,D,20180419,000000,0.0761714,0.0774959,0.0761714,0.0768339,3155388.5093422,0
311.HK,D,20180420,000000,0.0761714,0.0761714,0.0761714,0.0761714,1177609.1087497,0
311.HK,D,20180423,000000,0.0761714,0.0761714,0.0748463,0.0761714,1555047.9256567,0
311.HK,D,20180424,000000,0.0768339,0.0768339,0.0755089,0.0761714,996438.47663437,0
311.HK,D,20180425,000000,0.0755089,0.0761714,0.0755089,0.0761714,1826803.8738297,0
311.HK,D,20180426,000000,0.0755089,0.0761714,0.0755089,0.0761714,905853.1605767,0
311.HK,D,20180427,000000,0.0761714,0.0761714,0.0761714,0.0761714,1585243.0310092,0
311.HK,D,20180430,000000,0.0768339,0.0794834,0.0768339,0.0794834,6582532.9668574,0
311.HK,D,20180502,000000,0.0774959,0.0774959,0.0774959,0.0774959,45292.658028835,0
311.HK,D,20180503,000000,0.0768339,0.0768339,0.0768339,0.0768339,905853.1605767,0
311.HK,D,20180504,000000,0.0761714,0.0768339,0.0761714,0.0768339,301951.05352557,0
311.HK,D,20180507,000000,0.0768339,0.0768339,0.0761714,0.0768339,241560.84282045,0
311.HK,D,20180508,000000,0.0768339,0.0768339,0.0761714,0.0768339,301951.05352557,0
311.HK,D,20180509,000000,0.0768339,0.0768339,0.0768339,0.0768339,286853.50084929,0
311.HK,D,20180510,000000,0.0768339,0.0768339,0.0768339,0.0768339,0,0
311.HK,D,20180511,000000,0.0774959,0.0774959,0.0774959,0.0774959,951145.81860554,0
311.HK,D,20180514,000000,0.0774959,0.0774959,0.0774959,0.0774959,1207804.2141023,0
311.HK,D,20180515,000000,0.0761714,0.0768339,0.0761714,0.0761714,1132316.4507209,0
311.HK,D,20180516,000000,0.0748463,0.0761714,0.0748463,0.0761714,1600340.5836855,0
311.HK,D,20180517,000000,0.0755089,0.0768339,0.0748463,0.0761714,3563022.4316017,0
311.HK,D,20180518,000000,0.0755089,0.0761714,0.0755089,0.0755089,905853.1605767,0
311.HK,D,20180521,000000,0.0748463,0.0788209,0.0748463,0.0788209,4725533.9876751,0
311.HK,D,20180523,000000,0.0761714,0.0781584,0.0761714,0.0774959,271755.94817301,0
311.HK,D,20180524,000000,0.0781584,0.0781584,0.0774959,0.0781584,996438.47663437,0
311.HK,D,20180525,000000,0.0774959,0.0774959,0.0774959,0.0774959,150975.52676278,0
311.HK,D,20180528,000000,0.0781584,0.0794834,0.0761714,0.0774959,2128754.9273552,0
311.HK,D,20180529,000000,0.0774959,0.0774959,0.0774959,0.0774959,0,0
311.HK,D,20180530,000000,0.0755089,0.0768339,0.0755089,0.0768339,468024.13296463,0
311.HK,D,20180531,000000,0.12222,0.12222,0.12222,0.12222,366552.15468264,0
311.HK,D,20180601,000000,0.12222,0.12222,0.12222,0.12222,0,0
311.HK,D,20180604,000000,0.121129,0.121129,0.121129,0.121129,45819.01933533,0
311.HK,D,20180605,000000,0.121129,0.121129,0.121129,0.121129,9163.8038670659,0
311.HK,D,20180606,000000,0.12222,0.12222,0.12222,0.12222,91638.038670659,0
311.HK,D,20180607,000000,0.12222,0.12222,0.12222,0.12222,2776632.571721,0
311.HK,D,20180608,000000,0.12222,0.12222,0.120038,0.120038,925544.19057366,0
311.HK,D,20180611,000000,0.120038,0.120038,0.120038,0.120038,247422.70441078,0
311.HK,D,20180612,000000,0.118946,0.118946,0.111307,0.117855,1374570.5800599,0
311.HK,D,20180613,000000,0.116764,0.116764,0.116764,0.116764,82474.234803593,0
311.HK,D,20180614,000000,0.117855,0.117855,0.114581,0.117855,458190.1933533,0
311.HK,D,20180615,000000,0.12222,0.12222,0.115673,0.117855,1667812.303806,0
311.HK,D,20180619,000000,0.117855,0.117855,0.117855,0.117855,0,0
311.HK,D,20180620,000000,0.114581,0.114581,0.114581,0.114581,458190.1933533,0
311.HK,D,20180621,000000,0.115673,0.115673,0.114581,0.115673,91638.038670659,0
311.HK,D,20180622,000000,0.115673,0.115673,0.115673,0.115673,64146.627069462,0
311.HK,D,20180625,000000,0.114581,0.115673,0.111307,0.114581,623138.66296048,0
311.HK,D,20180626,000000,0.109125,0.111307,0.109125,0.109125,3766323.3893641,0
311.HK,D,20180627,000000,0.109125,0.109125,0.105851,0.108034,2666666.9253162,0
311.HK,D,20180628,000000,0.10476,0.105851,0.100395,0.105851,1640320.8922048,0
311.HK,D,20180629,000000,0.108034,0.108034,0.108034,0.108034,558992.03589102,0
311.HK,D,20180703,000000,0.106943,0.106943,0.106943,0.106943,274914.11601198,0
311.HK,D,20180704,000000,0.106943,0.106943,0.106943,0.106943,0,0
311.HK,D,20180705,000000,0.106943,0.106943,0.106943,0.106943,0,0
311.HK,D,20180706,000000,0.106943,0.106943,0.106943,0.106943,0,0
311.HK,D,20180709,000000,0.106943,0.106943,0.106943,0.106943,0,0
311.HK,D,20180710,000000,0.103669,0.103669,0.102578,0.103669,91638.038670659,0
311.HK,D,20180711,000000,0.102578,0.102578,0.102578,0.102578,155784.66574012,0
311.HK,D,20180712,000000,0.102578,0.102578,0.102578,0.102578,366552.15468264,0
311.HK,D,20180713,000000,0.102578,0.102578,0.102578,0.102578,0,0
311.HK,D,20180716,000000,0.102578,0.102578,0.102578,0.102578,366552.15468264,0
311.HK,D,20180717,000000,0.101486,0.102578,0.0993038,0.102578,5305842.4390312,0
311.HK,D,20180718,000000,0.103669,0.103669,0.103669,0.103669,549828.23202396,0
311.HK,D,20180719,000000,0.103669,0.103669,0.103669,0.103669,0,0
