<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
83081.HK,D,20131129,000000,24.4,24.45,24.15,24.45,2200,0
83081.HK,D,20131202,000000,24.45,24.45,24.45,24.45,0,0
83081.HK,D,20131203,000000,24.05,24.05,24.05,24.05,0,0
83081.HK,D,20131204,000000,23.9,23.9,23.9,23.9,0,0
83081.HK,D,20131205,000000,23.9,23.9,23.9,23.9,0,0
83081.HK,D,20131206,000000,23.9,23.9,23.9,23.9,0,0
83081.HK,D,20131209,000000,23.9,23.9,23.9,23.9,0,0
83081.HK,D,20131210,000000,24,24,24,24,0,0
83081.HK,D,20131211,000000,24.25,24.25,24.25,24.25,0,0
83081.HK,D,20131212,000000,24.25,24.25,24.25,24.25,0,0
83081.HK,D,20131213,000000,24.05,24.05,24.05,24.05,0,0
83081.HK,D,20131216,000000,24.05,24.05,24.05,24.05,0,0
83081.HK,D,20131217,000000,24.05,24.05,24.05,24.05,0,0
83081.HK,D,20131218,000000,24.05,24.05,24.05,24.05,0,0
83081.HK,D,20131219,000000,23.95,23.95,23.85,23.85,100,0
83081.HK,D,20131220,000000,23.4,23.4,23.4,23.4,0,0
83081.HK,D,20131223,000000,23.4,23.4,23.4,23.4,0,0
83081.HK,D,20131224,000000,23.4,23.4,23.4,23.4,0,0
83081.HK,D,20131227,000000,23.45,23.45,23.45,23.45,0,0
83081.HK,D,20131230,000000,23.45,23.45,23.45,23.45,0,0
83081.HK,D,20131231,000000,23.4,23.4,23.4,23.4,0,0
83081.HK,D,20140102,000000,23.4,23.4,23.4,23.4,0,0
83081.HK,D,20140103,000000,23.6,23.6,23.6,23.6,0,0
83081.HK,D,20140106,000000,23.7,23.7,23.7,23.7,0,0
83081.HK,D,20140107,000000,23.7,23.7,23.7,23.7,0,0
83081.HK,D,20140108,000000,23.7,23.7,23.7,23.7,0,0
83081.HK,D,20140109,000000,23.7,23.7,23.7,23.7,0,0
83081.HK,D,20140110,000000,23.7,23.7,23.7,23.7,0,0
83081.HK,D,20140113,000000,23.8,23.8,23.8,23.8,0,0
83081.HK,D,20140114,000000,23.85,23.85,23.85,23.85,0,0
83081.HK,D,20140115,000000,23.85,23.85,23.85,23.85,0,0
83081.HK,D,20140116,000000,23.85,23.85,23.85,23.85,0,0
83081.HK,D,20140117,000000,23.85,23.85,23.85,23.85,0,0
83081.HK,D,20140120,000000,23.9,23.9,23.9,23.9,0,0
83081.HK,D,20140121,000000,23.9,23.9,23.9,23.9,0,0
83081.HK,D,20140122,000000,23.9,23.9,23.9,23.9,0,0
83081.HK,D,20140123,000000,23.9,23.9,23.9,23.9,0,0
83081.HK,D,20140124,000000,24,24,24,24,0,0
83081.HK,D,20140127,000000,24.2,24.2,24.2,24.2,0,0
83081.HK,D,20140128,000000,24.2,24.2,24.2,24.2,0,0
83081.HK,D,20140129,000000,24.2,24.2,24.2,24.2,0,0
83081.HK,D,20140130,000000,24.2,24.2,24.2,24.2,0,0
83081.HK,D,20140204,000000,24.2,24.2,24.2,24.2,0,0
83081.HK,D,20140205,000000,24.2,24.2,24.2,24.2,0,0
83081.HK,D,20140206,000000,24.2,24.2,24.2,24.2,0,0
83081.HK,D,20140207,000000,24.2,24.2,24.2,24.2,0,0
83081.HK,D,20140210,000000,24.3,24.3,24.3,24.3,0,0
83081.HK,D,20140211,000000,24.55,24.55,24.55,24.55,0,0
83081.HK,D,20140212,000000,24.55,24.55,24.55,24.55,0,0
83081.HK,D,20140213,000000,24.6,24.6,24.6,24.6,0,0
83081.HK,D,20140214,000000,25,25,25,25,0,0
83081.HK,D,20140217,000000,25.25,25.25,25.25,25.25,0,0
83081.HK,D,20140218,000000,25.25,25.25,25.25,25.25,0,0
83081.HK,D,20140219,000000,25.25,25.25,25.25,25.25,0,0
83081.HK,D,20140220,000000,25.25,25.25,25.25,25.25,0,0
83081.HK,D,20140221,000000,25.4,25.4,25.4,25.4,0,0
83081.HK,D,20140224,000000,25.6,25.6,25.6,25.6,0,0
83081.HK,D,20140225,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140226,000000,25.95,25.95,25.95,25.95,0,0
83081.HK,D,20140227,000000,25.95,25.95,25.95,25.95,0,0
83081.HK,D,20140228,000000,25.95,25.95,25.95,25.95,0,0
83081.HK,D,20140303,000000,26.1,26.1,26.1,26.1,0,0
83081.HK,D,20140304,000000,26.1,26.1,26.1,26.1,0,0
83081.HK,D,20140305,000000,26.1,26.1,26.1,26.1,0,0
83081.HK,D,20140306,000000,26.1,26.1,26.1,26.1,0,0
83081.HK,D,20140307,000000,26.1,26.1,26.1,26.1,0,0
83081.HK,D,20140310,000000,26.1,26.1,26.1,26.1,0,0
83081.HK,D,20140311,000000,26.1,26.1,26.1,26.1,0,0
83081.HK,D,20140312,000000,26.35,26.35,26.35,26.35,0,0
83081.HK,D,20140313,000000,26.65,26.65,26.65,26.65,0,0
83081.HK,D,20140314,000000,26.65,26.65,26.65,26.65,0,0
83081.HK,D,20140317,000000,26.9,26.9,26.9,26.9,0,0
83081.HK,D,20140318,000000,26.9,26.9,26.9,26.9,0,0
83081.HK,D,20140319,000000,26.9,26.9,26.9,26.9,0,0
83081.HK,D,20140320,000000,26.5,26.5,26.5,26.5,0,0
83081.HK,D,20140321,000000,26.5,26.5,26.5,26.5,0,0
83081.HK,D,20140324,000000,26.35,26.35,26.35,26.35,0,0
83081.HK,D,20140325,000000,26.1,26.1,26.1,26.1,0,0
83081.HK,D,20140326,000000,26.1,26.1,26.1,26.1,0,0
83081.HK,D,20140327,000000,25.95,25.95,25.95,25.95,0,0
83081.HK,D,20140328,000000,25.85,25.85,25.85,25.85,0,0
83081.HK,D,20140331,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140401,000000,25.6,25.6,25.6,25.6,0,0
83081.HK,D,20140402,000000,25.55,25.55,25.55,25.55,0,0
83081.HK,D,20140403,000000,25.55,25.55,25.55,25.55,0,0
83081.HK,D,20140404,000000,25.55,25.55,25.55,25.55,0,0
83081.HK,D,20140407,000000,25.55,25.55,25.55,25.55,0,0
83081.HK,D,20140408,000000,25.65,25.65,25.65,25.65,0,0
83081.HK,D,20140409,000000,25.65,25.65,25.65,25.65,0,0
83081.HK,D,20140410,000000,25.9,25.9,25.9,25.9,0,0
83081.HK,D,20140411,000000,25.9,25.9,25.9,25.9,0,0
83081.HK,D,20140414,000000,26.05,26.05,26.05,26.05,0,0
83081.HK,D,20140415,000000,26.05,26.05,26.05,26.05,0,0
83081.HK,D,20140416,000000,26,26,26,26,0,0
83081.HK,D,20140417,000000,25.9,25.9,25.9,25.9,0,0
83081.HK,D,20140422,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140423,000000,25.75,25.75,25.75,25.75,0,0
83081.HK,D,20140424,000000,25.75,25.75,25.75,25.75,0,0
83081.HK,D,20140425,000000,25.75,25.75,25.75,25.75,0,0
83081.HK,D,20140428,000000,25.75,25.75,25.75,25.75,0,0
83081.HK,D,20140429,000000,25.75,25.75,25.75,25.75,0,0
83081.HK,D,20140430,000000,25.75,25.75,25.75,25.75,0,0
83081.HK,D,20140502,000000,25.75,25.75,25.75,25.75,0,0
83081.HK,D,20140505,000000,25.85,25.85,25.85,25.85,0,0
83081.HK,D,20140507,000000,25.85,25.85,25.85,25.85,0,0
83081.HK,D,20140508,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140509,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140512,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140513,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140514,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140515,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140516,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140519,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140520,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140521,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140522,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140523,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140526,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140527,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140528,000000,25.4,25.4,25.4,25.4,0,0
83081.HK,D,20140529,000000,25.1,25.1,25.1,25.1,0,0
83081.HK,D,20140530,000000,25.1,25.1,25.1,25.1,0,0
83081.HK,D,20140603,000000,25,25,25,25,0,0
83081.HK,D,20140604,000000,25,25,25,25,0,0
83081.HK,D,20140605,000000,24.95,24.95,24.95,24.95,0,0
83081.HK,D,20140606,000000,24.95,24.95,24.95,24.95,0,0
83081.HK,D,20140609,000000,24.95,24.95,24.95,24.95,0,0
83081.HK,D,20140610,000000,24.95,24.95,24.95,24.95,0,0
83081.HK,D,20140611,000000,24.95,24.95,24.95,24.95,0,0
83081.HK,D,20140612,000000,24.95,24.95,24.95,24.95,0,0
83081.HK,D,20140613,000000,25,25,25,25,0,0
83081.HK,D,20140616,000000,25.15,25.15,25.15,25.15,0,0
83081.HK,D,20140617,000000,25.15,25.15,25.15,25.15,0,0
83081.HK,D,20140618,000000,25.15,25.15,25.15,25.15,0,0
83081.HK,D,20140619,000000,25.2,25.2,25.2,25.2,0,0
83081.HK,D,20140620,000000,25.75,25.75,25.75,25.75,0,0
83081.HK,D,20140623,000000,25.85,25.85,25.85,25.85,0,0
83081.HK,D,20140624,000000,25.9,25.9,25.9,25.9,0,0
83081.HK,D,20140625,000000,25.9,25.9,25.9,25.9,0,0
83081.HK,D,20140626,000000,25.9,25.9,25.9,25.9,0,0
83081.HK,D,20140627,000000,25.9,25.9,25.9,25.9,0,0
83081.HK,D,20140630,000000,25.9,25.9,25.9,25.9,0,0
83081.HK,D,20140702,000000,26,26,26,26,0,0
83081.HK,D,20140703,000000,26,26,26,26,0,0
83081.HK,D,20140704,000000,26,26,26,26,0,0
83081.HK,D,20140707,000000,26,26,26,26,0,0
83081.HK,D,20140708,000000,26,26,26,26,0,0
83081.HK,D,20140709,000000,26,26,26,26,0,0
83081.HK,D,20140710,000000,26,26,26,26,0,0
83081.HK,D,20140711,000000,26.15,26.15,26.15,26.15,0,0
83081.HK,D,20140714,000000,26.15,26.15,26.15,26.15,0,0
83081.HK,D,20140715,000000,26.05,26.05,26.05,26.05,0,0
83081.HK,D,20140716,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140717,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140718,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140721,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140722,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140723,000000,25.8,25.8,25.8,25.8,0,0
83081.HK,D,20140724,000000,25.75,25.75,25.75,25.75,0,0
83081.HK,D,20140725,000000,25.65,25.65,25.65,25.65,0,0
83081.HK,D,20140728,000000,25.65,25.65,25.65,25.65,0,0
83081.HK,D,20140729,000000,25.65,25.65,25.65,25.65,0,0
83081.HK,D,20140730,000000,25.65,25.65,25.65,25.65,0,0
83081.HK,D,20140731,000000,25.65,25.65,25.65,25.65,0,0
83081.HK,D,20140801,000000,25.45,25.45,25.45,25.45,0,0
83081.HK,D,20140804,000000,25.45,25.45,25.45,25.45,0,0
83081.HK,D,20140805,000000,25.45,25.45,25.45,25.45,0,0
83081.HK,D,20140806,000000,25.45,25.45,25.45,25.45,0,0
83081.HK,D,20140807,000000,25.45,25.45,25.45,25.45,0,0
83081.HK,D,20140808,000000,25.65,25.65,25.65,25.65,0,0
83081.HK,D,20140811,000000,25.65,25.65,25.65,25.65,0,0
83081.HK,D,20140812,000000,25.65,25.65,25.65,25.65,0,0
83081.HK,D,20140813,000000,25.65,25.65,25.65,25.65,0,0
83081.HK,D,20140814,000000,25.65,25.65,25.65,25.65,0,0
83081.HK,D,20140815,000000,25.65,25.65,25.65,25.65,0,0
83081.HK,D,20140818,000000,25.6,25.6,25.6,25.6,0,0
83081.HK,D,20140819,000000,25.55,25.55,25.55,25.55,0,0
83081.HK,D,20140820,000000,25.45,25.45,25.45,25.45,0,0
83081.HK,D,20140821,000000,25.25,25.25,25.25,25.25,0,0
83081.HK,D,20140822,000000,25.25,25.25,25.25,25.25,0,0
83081.HK,D,20140825,000000,25.15,25.15,25.15,25.15,0,0
83081.HK,D,20140826,000000,25.15,25.15,25.15,25.15,0,0
83081.HK,D,20140827,000000,25.15,25.15,25.15,25.15,0,0
83081.HK,D,20140828,000000,25.15,25.15,25.15,25.15,0,0
83081.HK,D,20140829,000000,25.15,25.15,25.15,25.15,0,0
