<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
3004.HK,D,20220920,000000,7.8,7.8,7.18,7.67,65600,0
3004.HK,D,20220921,000000,7.6,7.655,7.59,7.63,20500,0
3004.HK,D,20220922,000000,7.47,7.6,7.445,7.54,47400,0
3004.HK,D,20220923,000000,7.5,7.54,7.4,7.5,50500,0
3004.HK,D,20220926,000000,7.5,7.5,7.28,7.3,26500,0
3004.HK,D,20220927,000000,7.275,7.3,7.25,7.3,11200,0
3004.HK,D,20220928,000000,7.25,7.25,7.1,7.16,5200,0
3004.HK,D,20220929,000000,7.07,7.15,7.055,7.06,9600,0
3004.HK,D,20220930,000000,7,7,6.89,6.98,3100,0
3004.HK,D,20221003,000000,7.02,7.02,6.73,6.73,15200,0
3004.HK,D,20221005,000000,6.75,6.84,6.73,6.78,5100,0
3004.HK,D,20221006,000000,6.78,6.78,6.69,6.69,7200,0
3004.HK,D,20221007,000000,6.6,6.6,6.43,6.45,6800,0
3004.HK,D,20221010,000000,6.54,6.55,6.5,6.52,1400,0
3004.HK,D,20221011,000000,6.53,6.53,6.3,6.3,18100,0
3004.HK,D,20221012,000000,6.31,6.5,6.3,6.43,5100,0
3004.HK,D,20221013,000000,6.43,6.45,6.39,6.45,1100,0
3004.HK,D,20221014,000000,6.47,6.57,6.47,6.57,1300,0
3004.HK,D,20221017,000000,6.45,6.45,6.43,6.43,4600,0
3004.HK,D,20221018,000000,6.43,6.54,6.405,6.405,6800,0
3004.HK,D,20221019,000000,6.5,6.5,6.42,6.42,6800,0
3004.HK,D,20221020,000000,6.4,6.4,6.3,6.32,800,0
3004.HK,D,20221021,000000,6.2,6.2,6.1,6.1,2700,0
3004.HK,D,20221024,000000,5.85,5.855,5.8,5.8,5100,0
3004.HK,D,20221025,000000,5.83,5.85,5.74,5.74,5300,0
3004.HK,D,20221026,000000,5.735,5.82,5.735,5.815,1500,0
3004.HK,D,20221027,000000,5.84,5.9,5.84,5.9,1300,0
3004.HK,D,20221028,000000,6.07,6.07,6,6,7000,0
3004.HK,D,20221031,000000,5.85,5.855,5.85,5.855,800,0
3004.HK,D,20221101,000000,5.97,6.025,5.955,5.97,300,0
3004.HK,D,20221102,000000,5.93,5.93,5.915,5.915,1000,0
3004.HK,D,20221103,000000,5.85,5.96,5.82,5.93,10700,0
3004.HK,D,20221104,000000,5.92,5.94,5.73,5.94,7600,0
3004.HK,D,20221107,000000,5.75,5.75,5.65,5.71,3700,0
3004.HK,D,20221108,000000,5.68,5.68,5.48,5.61,29800,0
3004.HK,D,20221109,000000,5.69,5.79,5.68,5.68,28700,0
3004.HK,D,20221110,000000,5.48,5.5,5.46,5.48,9400,0
3004.HK,D,20221111,000000,5.48,5.7,5.45,5.45,42000,0
3004.HK,D,20221114,000000,5.45,5.6,5.45,5.6,26000,0
3004.HK,D,20221115,000000,5.49,5.49,5.35,5.43,18400,0
3004.HK,D,20221116,000000,5.3,5.6,5.24,5.585,4900,0
3004.HK,D,20221117,000000,5.75,5.76,5.705,5.76,18900,0
3004.HK,D,20221118,000000,5.76,5.76,5.58,5.71,3400,0
3004.HK,D,20221121,000000,5.67,5.685,5.67,5.67,1000,0
3004.HK,D,20221122,000000,5.695,5.71,5.61,5.61,9100,0
3004.HK,D,20221123,000000,5.5,5.55,5.5,5.5,4000,0
3004.HK,D,20221124,000000,5.5,5.52,5.5,5.52,2100,0
3004.HK,D,20221125,000000,5.58,5.7,5.58,5.66,7600,0
3004.HK,D,20221128,000000,5.66,5.82,5.66,5.82,30600,0
3004.HK,D,20221129,000000,5.9,6.03,5.9,6.03,16300,0
3004.HK,D,20221130,000000,6.115,6.17,6.11,6.17,8200,0
3004.HK,D,20221201,000000,6.31,6.36,6.22,6.36,19000,0
3004.HK,D,20221202,000000,6.21,6.41,6.21,6.41,23100,0
3004.HK,D,20221205,000000,6.41,6.65,6.4,6.65,21200,0
3004.HK,D,20221206,000000,6.5,6.5,6.38,6.38,2100,0
3004.HK,D,20221207,000000,6.29,6.38,6.29,6.29,1700,0
3004.HK,D,20221208,000000,6.3,6.52,6.3,6.42,7400,0
3004.HK,D,20221209,000000,6.42,6.53,6.42,6.53,16700,0
3004.HK,D,20221212,000000,6.51,6.51,6.35,6.35,14700,0
3004.HK,D,20221213,000000,6.35,6.35,6.35,6.35,11300,0
3004.HK,D,20221214,000000,6.52,6.52,6.45,6.45,15000,0
3004.HK,D,20221215,000000,6.51,6.51,6.395,6.395,5600,0
3004.HK,D,20221216,000000,6.395,6.395,6.395,6.395,0,0
3004.HK,D,20221219,000000,6.265,6.265,6.25,6.265,2100,0
3004.HK,D,20221220,000000,6.15,6.23,6.025,6.23,8800,0
3004.HK,D,20221221,000000,6.265,6.27,6.18,6.18,3900,0
3004.HK,D,20221222,000000,6.18,6.18,6.18,6.18,300,0
3004.HK,D,20221223,000000,6.175,6.175,6.15,6.15,300,0
3004.HK,D,20221228,000000,6.15,6.15,6.08,6.15,12000,0
3004.HK,D,20221229,000000,6.09,6.18,6.09,6.18,4300,0
3004.HK,D,20221230,000000,6.095,6.19,6.09,6.19,30100,0
3004.HK,D,20230103,000000,6.27,6.31,6.26,6.27,3700,0
3004.HK,D,20230104,000000,6.33,6.33,6.33,6.33,0,0
3004.HK,D,20230105,000000,6.2,6.22,6.15,6.22,22800,0
