<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
3196.HK,D,20230727,000000,7823.2,7823.35,7823.2,7823.35,88,0
3196.HK,D,20230728,000000,7822.35,7822.35,7811.05,7811.05,7,0
3196.HK,D,20230731,000000,7818.4,7818.4,7818.4,7818.4,1,0
3196.HK,D,20230801,000000,7824,7824,7824,7824,1,0
3196.HK,D,20230802,000000,7824.3,7824.3,7824.3,7824.3,26,0
3196.HK,D,20230803,000000,7832.95,7832.95,7817.35,7832.95,31,0
3196.HK,D,20230804,000000,7832.95,7832.95,7832.95,7832.95,0,0
3196.HK,D,20230807,000000,7838.9,7838.9,7838.9,7838.9,1,0
3196.HK,D,20230808,000000,7837.9,7837.9,7837.9,7837.9,1,0
3196.HK,D,20230809,000000,7838,7838,7838,7838,0,0
3196.HK,D,20230810,000000,7838,7838,7838,7838,0,0
3196.HK,D,20230811,000000,7838,7838,7838,7838,0,0
3196.HK,D,20230814,000000,7840.45,7840.45,7840.45,7840.45,30,0
3196.HK,D,20230815,000000,7848.05,7848.05,7848.05,7848.05,5,0
3196.HK,D,20230816,000000,7869.6,7869.6,7869.6,7869.6,30,0
3196.HK,D,20230817,000000,7877.5,7877.5,7877.5,7877.5,109,0
3196.HK,D,20230818,000000,7877.5,7877.5,7877.5,7877.5,0,0
3196.HK,D,20230821,000000,7877.5,7877.5,7877.5,7877.5,0,0
3196.HK,D,20230822,000000,7881.35,7881.4,7865.6,7865.6,81,0
3196.HK,D,20230823,000000,7865.6,7865.6,7865.6,7865.6,0,0
3196.HK,D,20230824,000000,7875,7875,7875,7875,0,0
3196.HK,D,20230825,000000,7878,7878,7878,7878,1,0
3196.HK,D,20230828,000000,7879.45,7879.45,7879.45,7879.45,2,0
3196.HK,D,20230829,000000,7879.45,7879.45,7879.45,7879.45,0,0
3196.HK,D,20230830,000000,7899.35,7899.35,7899.35,7899.35,2,0
3196.HK,D,20230831,000000,7899.35,7899.35,7899.35,7899.35,0,0
3196.HK,D,20230904,000000,7899.35,7899.35,7899.35,7899.35,0,0
3196.HK,D,20230905,000000,7899.35,7899.35,7899.35,7899.35,0,0
3196.HK,D,20230906,000000,7899.35,7899.35,7899.35,7899.35,0,0
3196.HK,D,20230907,000000,7899.35,7899.35,7899.35,7899.35,0,0
3196.HK,D,20230911,000000,7913.6,7913.6,7913.6,7913.6,60,0
3196.HK,D,20230912,000000,7897.9,7897.9,7897.9,7897.9,3,0
3196.HK,D,20230913,000000,7897.9,7897.9,7897.9,7897.9,0,0
3196.HK,D,20230914,000000,7897.9,7897.9,7897.9,7897.9,0,0
3196.HK,D,20230915,000000,7897.9,7897.9,7897.9,7897.9,0,0
3196.HK,D,20230918,000000,7897.9,7897.9,7897.9,7897.9,0,0
3196.HK,D,20230919,000000,7888.4,7888.4,7888.4,7888.4,30,0
3196.HK,D,20230920,000000,7888.4,7888.4,7888.4,7888.4,0,0
3196.HK,D,20230921,000000,7888.4,7888.4,7888.4,7888.4,0,0
3196.HK,D,20230922,000000,7888.4,7888.4,7888.4,7888.4,0,0
3196.HK,D,20230925,000000,7888.4,7888.4,7888.4,7888.4,0,0
3196.HK,D,20230926,000000,7890,7890,7890,7890,0,0
3196.HK,D,20230927,000000,7893,7893,7893,7893,0,0
3196.HK,D,20230928,000000,7893,7893,7893,7893,0,0
3196.HK,D,20230929,000000,7908.8,7908.8,7908.8,7908.8,0,0
3196.HK,D,20231003,000000,7908.8,7908.8,7908.8,7908.8,0,0
3196.HK,D,20231004,000000,7908.8,7908.8,7908.8,7908.8,0,0
3196.HK,D,20231005,000000,7908.8,7908.8,7908.8,7908.8,0,0
3196.HK,D,20231006,000000,7908.8,7908.8,7908.8,7908.8,0,0
3196.HK,D,20231009,000000,7908.8,7908.8,7908.8,7908.8,0,0
3196.HK,D,20231010,000000,7908.8,7908.8,7908.8,7908.8,0,0
3196.HK,D,20231011,000000,7908.8,7908.8,7908.8,7908.8,0,0
3196.HK,D,20231012,000000,7913,7913,7913,7913,0,0
3196.HK,D,20231013,000000,7917,7917,7917,7917,0,0
3196.HK,D,20231016,000000,7917,7917,7917,7917,0,0
3196.HK,D,20231017,000000,7917,7917,7917,7917,0,0
3196.HK,D,20231018,000000,7920.05,7920.05,7920.05,7920.05,0,0
3196.HK,D,20231019,000000,7920.05,7920.05,7920.05,7920.05,0,0
3196.HK,D,20231020,000000,7920.05,7920.05,7920.05,7920.05,0,0
3196.HK,D,20231024,000000,7920.05,7920.05,7920.05,7920.05,0,0
3196.HK,D,20231025,000000,7928.05,7928.05,7928.05,7928.05,0,0
3196.HK,D,20231026,000000,7928.05,7928.05,7928.05,7928.05,0,0
3196.HK,D,20231027,000000,7928.05,7928.05,7928.05,7928.05,0,0
3196.HK,D,20231030,000000,7928.05,7928.05,7928.05,7928.05,0,0
3196.HK,D,20231031,000000,7928.05,7928.05,7928.05,7928.05,0,0
3196.HK,D,20231101,000000,7928.05,7928.05,7928.05,7928.05,0,0
3196.HK,D,20231102,000000,7939.1,7939.1,7939.1,7939.1,25,0
3196.HK,D,20231103,000000,7943,7943,7943,7943,0,0
3196.HK,D,20231106,000000,7943,7943,7943,7943,0,0
3196.HK,D,20231107,000000,7943,7943,7943,7943,0,0
3196.HK,D,20231108,000000,7943,7943,7943,7943,0,0
