<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
3053.HK,D,20180718,000000,1000.2,1000.2,1000.2,1000.2,42000,0
3053.HK,D,20180719,000000,1000.25,1000.25,1000.25,1000.25,5000,0
3053.HK,D,20180720,000000,1000.3,1000.3,1000.3,1000.3,8000,0
3053.HK,D,20180723,000000,1000.35,1000.35,1000.2,1000.25,10000,0
3053.HK,D,20180724,000000,1000.3,1000.3,1000.25,1000.25,4000,0
3053.HK,D,20180725,000000,1000.3,1000.3,1000.3,1000.3,1000,0
3053.HK,D,20180726,000000,1000.35,1000.35,1000.35,1000.35,0,0
3053.HK,D,20180727,000000,1000.35,1000.35,1000.35,1000.35,0,0
3053.HK,D,20180730,000000,1000.4,1000.4,1000.4,1000.4,1000,0
3053.HK,D,20180731,000000,1000.45,1000.45,1000.45,1000.45,1000,0
3053.HK,D,20180801,000000,1000.45,1000.45,1000.45,1000.45,0,0
3053.HK,D,20180802,000000,1000.5,1000.5,1000.5,1000.5,0,0
3053.HK,D,20180803,000000,1000.55,1000.55,1000.55,1000.55,0,0
3053.HK,D,20180806,000000,1000.65,1000.65,1000.6,1000.65,4000,0
3053.HK,D,20180807,000000,1000.65,1000.65,1000.65,1000.65,2000,0
3053.HK,D,20180808,000000,1000.65,1000.65,1000.65,1000.65,0,0
3053.HK,D,20180809,000000,1000.75,1000.75,1000.75,1000.75,0,0
3053.HK,D,20180810,000000,1000.8,1000.8,1000.75,1000.75,6000,0
3053.HK,D,20180813,000000,1000.8,1000.8,1000.8,1000.8,3000,0
3053.HK,D,20180814,000000,1000.8,1000.8,1000.8,1000.8,0,0
3053.HK,D,20180815,000000,1000.85,1000.85,1000.85,1000.85,0,0
3053.HK,D,20180816,000000,1001,1001,1001,1001,1000,0
3053.HK,D,20180817,000000,1001,1001,1001,1001,0,0
3053.HK,D,20180820,000000,1001,1001,1001,1001,0,0
3053.HK,D,20180821,000000,1001.05,1001.05,1001.05,1001.05,0,0
3053.HK,D,20180822,000000,1001.05,1001.05,1001.05,1001.05,6000,0
3053.HK,D,20180823,000000,1001.15,1001.15,1001.15,1001.15,0,0
3053.HK,D,20180824,000000,1001.15,1001.15,1001.15,1001.15,0,0
3053.HK,D,20180827,000000,1001.2,1001.2,1001.2,1001.2,0,0
3053.HK,D,20180828,000000,1001.25,1001.25,1001.25,1001.25,0,0
3053.HK,D,20180829,000000,1001.35,1001.35,1001.35,1001.35,1000,0
3053.HK,D,20180830,000000,1001.35,1001.35,1001.35,1001.35,0,0
3053.HK,D,20180831,000000,1001.45,1001.45,1001.45,1001.45,13000,0
3053.HK,D,20180903,000000,1001.45,1001.45,1001.45,1001.45,0,0
3053.HK,D,20180904,000000,1001.5,1001.5,1001.5,1001.5,0,0
3053.HK,D,20180905,000000,1001.5,1001.5,1001.5,1001.5,0,0
3053.HK,D,20180906,000000,1001.7,1001.7,1001.65,1001.65,6000,0
3053.HK,D,20180907,000000,1001.65,1001.65,1001.65,1001.65,0,0
3053.HK,D,20180910,000000,1001.75,1001.75,1001.75,1001.75,4000,0
3053.HK,D,20180911,000000,1001.8,1001.8,1001.8,1001.8,0,0
3053.HK,D,20180912,000000,1001.8,1001.8,1001.8,1001.8,0,0
